PIDN,ADDRESS,SALE_TEXT,SALES_CODE,LANDUSE_TE,RECD_DATE,RECD_PRICE,CITY_TEXT,DEED,lat,long
054-42-02-018.00,328 12TH ST E,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,4/25/2018,36600,COVINGTON,C 6397/ 181,39.0788,-84.5026
054-42-03-015.00,331 12TH ST E,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,4/10/2018,3500,COVINGTON,C 6387/ 103,39.0785,-84.5023
054-42-08-003.00,414 BUSH ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,4/23/2018,40000,COVINGTON,C 6394/ 262,39.0796,-84.5016
054-42-11-026.00,402 BYRD ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,4/23/2018,55000,COVINGTON,C 6394/ 258,39.0761,-84.5008
055-11-08-006.00,1512 KAVANAUGH ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,4/10/2018,25000,COVINGTON,C 6387/ 287,39.0725,-84.5163
055-11-20-001.00,1401 HOLMAN ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,4/10/2018,42000,COVINGTON,C 6387/ 223,39.0744,-84.5133
055-11-22-044.00,1524 WOODBURN AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,4/24/2018,48000,COVINGTON,C 6396/  52,39.072,-84.5132
055-11-24-001.00,1302 HOLMAN ST,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,4/26/2018,22000,COVINGTON,C 6397/ 225,39.0757,-84.513
055-12-02-041.00,1839 JEFFERSON AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,4/25/2018,134700,COVINGTON,C 6397/  75,39.066,-84.5136
055-12-05-016.00,1717 JEFFERSON AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,TWO FAMILY,4/30/2018,73500,COVINGTON,C 6399/ 140,39.0683,-84.5155
055-12-08-009.00,413 19TH ST W,GOOD SALE/ARMS LENGTH TRANSACTION,0,OTHER RETAIL,4/3/2018,90000,COVINGTON,C 6382/ 327,39.0654,-84.5124
055-12-11-007.00,1835 EUCLID AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,4/26/2018,40000,COVINGTON,C 6397/ 281,39.0666,-84.5127
055-12-15-010.00,334 17TH ST W,TRANSCTION INVOLVNG NONTXBL ENTITY,5,SINGLE FAMILY,4/24/2018,60200,COVINGTON,C 6395/ 288,39.0697,-84.5136
055-13-01-022.00,1408 RUSSELL ST,NH SALE/CHANGED BY CONSTRUCTION,8,TWO FAMILY,4/30/2018,97500,COVINGTON,C 6399/ 142,39.0746,-84.5108
055-13-07-006.00,31 13TH ST E,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,4/2/2018,10000,COVINGTON,C 6381/  66,39.0765,-84.5071
055-13-08-004.00,17 MARTIN ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,4-19 UNIT APARTMENTS,4/30/2018,220000,COVINGTON,C 6399/ 115,39.0745,-84.5069
055-13-09-020.00,1543 SCOTT ST,NH SALE/CHANGED BY CONSTRUCTION,8,THREE FAMILY,4/30/2018,153000,COVINGTON,C 6399/ 144,39.0721,-84.5058
055-13-11-024.00,124 MARTIN ST,VACANT LOTS & LAND SALES,21,VACANT LAND,4/11/2018,2700,COVINGTON,C 6387/ 330,39.075,-84.5051
055-13-17-003.00,1510 GREENUP ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,4/4/2018,126500,COVINGTON,C 6384/  29,39.0739,-84.504
055-14-01-026.00,1720 BANKLICK ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,4/18/2018,28000,COVINGTON,C 6392/ 240,39.0693,-84.5106
055-14-13-006.00,2029 DONALDSON AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,4/10/2018,68000,COVINGTON,C 6387/ 290,39.0658,-84.5068
055-14-18-013.00,1929 PEARL ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,4/18/2018,30000,COVINGTON,C 6392/  85,39.0674,-84.5054
055-14-19-023.00,1922 PEARL ST,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,4/9/2018,20000,COVINGTON,C 6386/  32,39.0677,-84.505
055-14-21-009.00,2017 SCOTT ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,4/6/2018,64000,COVINGTON,C 6385/ 177,39.0665,-84.5044
055-14-22-016.00,2205 SCOTT ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,4/18/2018,53300,COVINGTON,C 6392/  72,39.0651,-84.504
055-20-08-004.00,713 FRANCIS LN,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,4/30/2018,52400,COVINGTON,C 6399/ 169,39.0563,-84.5162
055-20-10-001.00,706 MONTE LN,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,4/24/2018,119500,COVINGTON,C 6396/ 159,39.058,-84.5164
055-20-12-025.00,2241 WIDEVIEW DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,4/27/2018,154900,COVINGTON,C 6398/ 215,39.0595,-84.5177
055-21-01-009.00,621 19TH ST W,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,4/3/2018,15000,COVINGTON,C 6382/ 241,39.0642,-84.515
055-23-11-011.00,2404 HERMAN ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,4/11/2018,,COVINGTON,C 6388/ 156,39.0618,-84.5079
055-24-11-006.00,2535 WARREN ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,4/5/2018,78600,COVINGTON,C 6384/ 109,39.0581,-84.5067
055-31-05-020.00,1424 KENDALL ST,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,4/5/2018,27000,COVINGTON,C 6384/ 165,39.075,-84.5015
055-31-08-004.00,1545 NANCY ST,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,4/4/2018,14400,COVINGTON,C 6383/ 271,39.073,-84.5011
055-31-21-021.00,502 17TH ST E,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,4-19 UNIT APARTMENTS,4/9/2018,36500,COVINGTON,C 6385/ 343,39.0717,-84.4985
055-31-26-006.00,615 16TH ST E,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,4/16/2018,12000,COVINGTON,C 6390/ 147,39.072,-84.4967
055-32-02-028.00,216 19TH ST E,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,4/16/2018,13500,COVINGTON,C 6390/ 151,39.0689,-84.5025
055-32-04-065.00,301 21ST ST E,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,4/25/2018,40000,COVINGTON,C 6397/ 120,39.0667,-84.501
055-32-04-106.00,2012 GREENUP ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,TWO FAMILY,4/18/2018,34600,COVINGTON,C 6392/ 316,39.0671,-84.5026
055-32-05-008.00,2111 EASTERN AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,4/16/2018,119500,COVINGTON,C 6390/ 139,39.0663,-84.4989
055-32-19-008.00,521 18TH ST E,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,4/5/2018,102500,COVINGTON,C 6384/ 235,39.0698,-84.4976
055-32-29-006.00,611 20TH ST E,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,4/26/2018,47400,COVINGTON,C 6397/ 277,39.0674,-84.4968
055-41-05-010.00,2316 GREENUP ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,TWO FAMILY,4/10/2018,68000,COVINGTON,C 6387/ 290,39.0632,-84.502
055-41-15-004.00,2510 EASTERN AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,4/2/2018,150000,COVINGTON,C 6382/   1,39.0614,-84.4974
055-42-03-012.00,14 29TH ST E,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,4/20/2018,43300,COVINGTON,C 6394/  76,39.0552,-84.5028
055-42-04-002.00,3 29TH ST E,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,4/26/2018,20000,COVINGTON,C 6398/ 119,39.0546,-84.503
055-42-07-002.00,2620 JAMES AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,4/24/2018,24300,COVINGTON,C 6396/ 187,39.0592,-84.5014
056-11-04-005.00,703 SOUTHERN AVE W,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,4/10/2018,108000,COVINGTON,C 6387/ 245,39.0486,-84.5133
056-12-01-020.00,906 33RD ST W,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,4/24/2018,90000,COVINGTON,C 6395/ 253,39.0466,-84.5146
056-12-05-006.00,3503 CARLISLE AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,4/16/2018,36600,COVINGTON,C 6390/ 239,39.0451,-84.5137
056-12-08-003.00,3301 LATONIA AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,4/30/2018,126000,COVINGTON,C 6399/ 194,39.0466,-84.5134
056-12-15-021.00,3318 WATSON AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,4/13/2018,44000,COVINGTON,C 6389/ 305,39.0467,-84.5115
056-13-02-121.00,404 SOUTHERN AVE W,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,4/25/2018,70000,COVINGTON,C 6397/ 101,39.0483,-84.5092
056-13-08-025.00,126 33RD ST W,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,4/2/2018,90000,COVINGTON,C 6380/ 335,39.0504,-84.5062
056-13-10-002.00,123 34TH ST W,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,4/10/2018,19900,COVINGTON,C 6387/ 280,39.0494,-84.5054
056-13-14-021.00,8 32ND ST W,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,4/26/2018,139000,COVINGTON,C 6398/   1,39.0523,-84.5036
056-13-17-003.00,3433 DECOURSEY AVE,ADJOINING PROP (ASSEMBLAGE),10,CONVENIENCE STORE,4/17/2018,65000,COVINGTON,C 6391/ 295,39.0499,-84.5034
056-14-13-007.00,3903 LOCKE ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,4/19/2018,116000,COVINGTON,C 6392/ 321,39.0448,-84.5036
056-23-01-018.00,4112 WINSTON AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,4/3/2018,92200,COVINGTON,C 6383/  41,39.0426,-84.5055
056-23-03-002.00,3 43RD ST E,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,4/19/2018,67500,COVINGTON,C 6392/ 342,39.041,-84.5062
056-31-10-020.00,106 DANIELS ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,TWO FAMILY,4/30/2018,89700,COVINGTON,C 6400/ 112,39.0513,-84.5014
056-31-15-005.00,3606 PARK AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,4/9/2018,107900,COVINGTON,C 6386/ 183,39.0486,-84.4989
