id,date,hap,fdate,saledate,saleval,fdummy,sdummy,spell
055.31.12.009.00,7/1/14,0,,,10.8077057,0,0,60
055.32.01.020.00,7/1/14,0,,,10.41331268,0,0,60
055.32.03.008.00,7/1/14,0,,,11.66564655,0,0,60
055.32.07.013.00,7/1/14,0,,4/1/15,11.56171563,0,1,9
055.32.08.009.00,7/1/14,0,,,11.91839057,0,0,60
055.32.12.004.00,7/1/14,0,,,11.01862914,0,0,60
055.32.21.009.00,7/1/14,0,,10/1/16,9.680344001,0,1,27
055.32.27.012.00,7/1/14,0,,,9.61580548,0,0,60
055.41.15.004.00,7/1/14,0,,9/1/17,11.90496755,0,1,38
055.41.15.004.00,7/1/14,0,4/1/18,,11.90496755,1,0,45
056.11.03.029.00,7/1/14,0,,,10.1266311,0,0,60
056.11.07.048.00,7/1/14,0,,,11.57119437,0,0,60
056.11.08.062.00,7/1/14,0,,5/1/18,11.39526742,0,1,46
056.11.08.063.00,7/1/14,0,,,11.62177987,0,0,60
056.13.02.119.00,7/1/14,0,,,11.24504602,0,0,60
056.13.02.133.00,7/1/14,0,,7/1/15,10.1266311,0,1,12
056.13.06.003.00,7/1/14,0,,,10.46310334,0,0,60
056.13.16.006.00,7/1/14,0,,9/1/17,10.94199592,0,1,38
056.14.08.006.00,7/1/14,0,,,11.1844214,0,0,60
056.14.14.008.00,7/1/14,0,,,10.46310334,0,0,60
056.14.14.009.00,7/1/14,0,,,10.46310334,0,0,60
056.31.02.014.00,7/1/14,0,,,10.87804719,0,0,60
056.31.18.012.00,7/1/14,0,10/1/14,,10.56100756,1,0,3
056.32.12.029.00,7/1/14,0,,,11.31447453,0,0,60
056.32.13.015.00,7/1/14,0,,,11.73606902,0,0,60
056.32.13.016.00,7/1/14,0,,,11.08214255,0,0,60
056.32.25.015.00,7/1/14,0,,11/1/16,10.59913161,0,1,28
056.32.25.015.00,7/1/14,0,,5/1/15,10.59913161,0,1,10
056.32.25.015.00,7/1/14,0,,5/1/15,10.59913161,0,1,10
056.32.27.003.00,7/1/14,0,,,11.44571672,0,0,60
056.34.04.013.00,7/1/14,0,,12/1/17,9.717157974,0,1,41
056.34.04.013.00,7/1/14,0,,7/1/18,9.717157974,0,1,48
056.34.05.008.00,7/1/14,0,,,10.57131693,0,0,60
056.41.04.036.00,7/1/14,0,,7/1/15,8.853665428,0,1,12
056.41.08.002.00,7/1/14,0,,,10.20359214,0,0,60
056.43.01.034.00,7/1/14,0,,2/1/18,9.928180165,0,1,43
056.43.08.015.00,7/1/14,0,10/1/14,,10.37349118,1,0,3
056.43.10.009.00,7/1/14,0,,,11.28978191,0,0,60
056.44.00.001.10,7/1/14,0,,,11.27720313,0,0,60
056.44.00.001.19,7/1/14,0,11/1/14,,10.81977828,1,0,4
058.40.01.007.00,7/1/14,0,,,12.57383589,0,0,60
059.00.00.003.35,7/1/14,0,,,12.07254125,0,0,60
059.30.10.034.00,7/1/14,0,,,12.37581542,0,0,60
059.40.00.373.00,7/1/14,0,,,12.1281111,0,0,60
059.40.00.374.00,7/1/14,0,,,12.1281111,0,0,60
040.14.00.004.00,8/1/14,0,,,9.61580548,0,0,60
040.14.00.005.00,8/1/14,0,,,9.61580548,0,0,60
040.14.08.003.00,8/1/14,0,,,13.26212532,0,0,60
040.23.03.001.08,8/1/14,0,,,11.69524702,0,0,60
040.23.03.001.11,8/1/14,0,,,11.69524702,0,0,60
040.30.00.050.02,8/1/14,0,2/1/15,,9.588776808,1,0,6
040.30.00.050.02,8/1/14,0,2/1/15,,9.588776808,1,0,6
040.30.00.122.00,8/1/14,0,,10/1/15,9.210340372,0,1,14
040.34.01.001.04,8/1/14,0,,12/1/16,12.30138283,0,1,28
040.41.03.006.00,8/1/14,0,,,11.9511804,0,0,60
040.41.12.004.00,8/1/14,0,,9/1/18,11.88448902,0,1,49
040.41.12.062.00,8/1/14,0,,,11.73606902,0,0,60
040.41.12.090.00,8/1/14,0,,,11.73606902,0,0,60
040.41.12.155.00,8/1/14,0,,,11.21989579,0,0,60
040.41.12.195.00,8/1/14,0,,9/1/15,11.9381932,0,1,13
040.41.12.197.00,8/1/14,0,,9/1/15,11.9381932,0,1,13
040.43.10.030.00,8/1/14,0,,,10.71441777,0,0,60
040.43.12.038.00,8/1/14,0,,,9.952277717,0,0,60
040.44.09.040.00,8/1/14,0,,,12.20607265,0,0,60
040.44.12.006.00,8/1/14,0,8/1/16,,9.852194258,1,0,24
040.44.13.015.01,8/1/14,0,,2/1/18,11.28978191,0,1,42
040.44.13.016.00,8/1/14,0,,7/1/17,11.82041016,0,1,35
040.44.13.016.00,8/1/14,0,,4/1/15,11.82041016,0,1,8
041.33.08.020.00,8/1/14,0,,,9.740968623,0,0,60
041.40.02.003.00,8/1/14,0,,,11.14908203,0,0,60
042.30.00.062.00,8/1/14,0,,9/1/18,11.2515607,0,1,49
042.30.00.062.00,8/1/14,0,,11/1/18,11.2515607,0,1,51
045.00.00.018.00,8/1/14,0,,5/1/15,11.19821472,0,1,9
045.00.00.018.00,8/1/14,0,,5/1/15,11.19821472,0,1,9
045.00.01.136.00,8/1/14,0,,,11.65268741,0,0,60
045.00.01.181.00,8/1/14,0,,,11.84868316,0,0,60
045.00.01.235.00,8/1/14,0,,,11.82041016,0,0,60
045.10.01.066.00,8/1/14,0,,4/1/17,12.11176197,0,1,32
045.10.01.066.00,8/1/14,0,,3/1/15,12.11176197,0,1,7
045.10.01.256.00,8/1/14,0,,,12.02574909,0,0,60
045.30.00.001.33,8/1/14,0,,,11.14186178,0,0,60
045.30.00.002.43,8/1/14,0,,,11.46163217,0,0,60
045.30.00.142.00,8/1/14,0,,,11.42954386,0,0,60
045.30.00.207.00,8/1/14,0,,8/1/17,11.72803684,0,1,36
045.30.00.477.00,8/1/14,0,,,11.28978191,0,0,60
045.30.00.619.00,8/1/14,0,,7/1/15,10.858999,0,1,11
045.30.01.189.00,8/1/14,0,,,11.49272276,0,0,60
045.40.00.068.00,8/1/14,0,,,10.94022444,0,0,60
054.14.13.003.00,8/1/14,0,,,12.88664104,0,0,60
054.21.04.038.00,8/1/14,0,,,11.36674295,0,0,60
054.21.05.018.01,8/1/14,0,,9/1/18,11.46163217,0,1,49
054.21.08.007.00,8/1/14,0,,,11.40756495,0,0,60
054.21.08.010.00,8/1/14,0,,9/1/18,10.91508846,0,1,49
054.21.13.009.00,8/1/14,0,,,11.8386256,0,0,60
054.21.15.011.00,8/1/14,0,,,11.74006104,0,0,60
054.21.21.003.00,8/1/14,0,,,13.15521771,0,0,60
054.22.01.013.00,8/1/14,0,10/1/14,,10.81977828,1,0,2
054.22.06.002.00,8/1/14,0,,,10.46310334,0,0,60
054.22.07.013.00,8/1/14,0,,7/1/18,12.10071213,0,1,47
054.22.07.013.00,8/1/14,0,,11/1/18,12.10071213,0,1,51
054.22.08.005.00,8/1/14,0,,,11.71586631,0,0,60
054.22.13.006.00,8/1/14,0,,,12.54254488,0,0,60
054.22.27.024.00,8/1/14,0,,,11.77528973,0,0,60
054.22.38.023.00,8/1/14,0,,,12.53717334,0,0,60
054.23.07.002.00,8/1/14,0,,,14.85667027,0,0,60
054.23.08.015.00,8/1/14,0,,,12.89921983,0,0,60
054.23.08.017.00,8/1/14,0,,,11.65268741,0,0,60
054.23.08.018.00,8/1/14,0,,,13.10399572,0,0,60
054.23.08.019.00,8/1/14,0,,,13.10399572,0,0,60
054.23.10.001.00,8/1/14,0,,,12.42319812,0,0,60
054.23.23.003.00,8/1/14,0,,,12.52452638,0,0,60
054.24.04.010.00,8/1/14,0,,,13.45812107,0,0,60
054.24.04.015.00,8/1/14,0,,,13.45812107,0,0,60
054.24.20.025.00,8/1/14,0,,,8.699514748,0,0,60
054.24.21.015.00,8/1/14,1,,,9.392661929,0,0,60
054.24.27.007.00,8/1/14,0,,,9.305650552,0,0,60
054.42.05.002.00,8/1/14,0,,,9.392661929,0,0,60
054.42.11.031.00,8/1/14,0,,2/1/18,9.846917201,0,1,42
055.11.12.009.00,8/1/14,0,,10/1/15,10.95080655,0,1,14
055.11.18.029.00,8/1/14,0,,,8.612503371,0,0,60
055.11.24.001.00,8/1/14,0,,4/1/18,9.61580548,0,1,44
055.11.25.018.00,8/1/14,0,,,10.27505111,0,0,60
055.11.32.027.00,8/1/14,0,,10/1/17,11.15625052,0,1,38
055.12.01.013.00,8/1/14,0,,2/1/17,11.26446411,0,1,30
055.12.01.013.00,8/1/14,0,,6/1/17,11.26446411,0,1,34
055.12.02.081.01,8/1/14,0,,11/1/17,11.55502664,0,1,39
055.12.02.081.01,8/1/14,0,,6/1/18,11.55502664,0,1,46
055.12.04.002.00,8/1/14,0,,,11.00209984,0,0,60
055.12.20.025.00,8/1/14,0,,6/1/18,11.72399644,0,1,46
055.12.23.003.00,8/1/14,0,,,9.472704636,0,0,60
055.13.11.025.00,8/1/14,0,,7/1/18,10.67590791,0,1,47
055.13.13.032.00,8/1/14,0,,,12.20607265,0,0,60
055.13.15.043.00,8/1/14,0,,,8.517193191,0,0,60
055.14.02.005.00,8/1/14,0,,9/1/15,10.16585182,0,1,13
055.14.14.026.00,8/1/14,0,,10/1/17,12.20607265,0,1,38
055.14.15.020.00,8/1/14,0,,,9.546812609,0,0,60
055.14.17.009.00,8/1/14,0,,3/1/18,9.392661929,0,1,43
055.14.17.009.00,8/1/14,0,,2/1/16,9.392661929,0,1,18
055.14.18.017.00,8/1/14,0,,5/1/17,12.20607265,0,1,33
055.14.18.031.00,8/1/14,0,,5/1/17,12.20607265,0,1,33
055.20.11.005.01,8/1/14,0,,,10.71441777,0,0,60
055.21.01.105.00,8/1/14,0,,11/1/18,11.44357539,0,1,51
055.21.01.110.00,8/1/14,0,,11/1/18,11.74799759,0,1,51
055.21.10.017.00,8/1/14,0,,,11.51292546,0,0,60
055.23.18.004.00,8/1/14,0,,,11.30220443,0,0,60
055.24.12.002.00,8/1/14,0,,,10.54006438,0,0,60
055.31.01.031.00,8/1/14,0,,,9.510444964,0,0,60
055.32.01.037.00,8/1/14,0,,,11.08214255,0,0,60
055.32.01.038.00,8/1/14,0,,,11.77528973,0,0,60
055.32.02.013.00,8/1/14,0,,,10.83958091,0,0,60
055.32.03.001.00,8/1/14,0,,,10.1266311,0,0,60
055.32.04.075.00,8/1/14,0,,1/1/17,12.4292162,0,1,29
055.41.05.031.00,8/1/14,0,,,11.08214255,0,0,60
055.41.12.006.00,8/1/14,0,,,11.51292546,0,0,60
055.42.04.005.00,8/1/14,0,3/1/15,,10.73639668,1,0,7
056.11.03.026.00,8/1/14,0,,,10.43998092,0,0,60
056.11.06.019.00,8/1/14,0,,,11.51292546,0,0,60
056.11.08.017.00,8/1/14,0,,,10.28874995,0,0,60
056.11.08.027.00,8/1/14,0,,,11.08214255,0,0,60
056.11.08.065.00,8/1/14,0,,,11.51292546,0,0,60
056.12.01.019.00,8/1/14,0,,,10.23995979,0,0,60
056.12.15.008.00,8/1/14,0,,,10.52942598,0,0,60
056.12.16.008.00,8/1/14,1,,6/1/16,10.75149944,0,1,22
056.13.02.009.00,8/1/14,0,,,10.27505111,0,0,60
056.13.02.135.00,8/1/14,0,9/1/14,,10.81977828,1,0,1
056.13.02.139.00,8/1/14,0,,4/1/15,11.56171563,0,1,8
056.13.02.151.00,8/1/14,1,,4/1/17,11.66134547,0,1,32
056.13.12.008.00,8/1/14,0,,,9.680344001,0,0,60
056.14.11.001.01,8/1/14,0,,,,0,0,60
056.14.11.004.00,8/1/14,0,,,,0,0,60
056.14.11.004.01,8/1/14,0,,,12.23660185,0,0,60
056.14.14.010.00,8/1/14,0,,,12.32385568,0,0,60
056.14.14.011.00,8/1/14,0,,,11.69524702,0,0,60
056.31.02.017.00,8/1/14,0,,,11.08214255,0,0,60
056.31.09.015.00,8/1/14,0,,,9.61580548,0,0,60
056.31.10.031.00,8/1/14,0,,12/1/17,10.74935582,0,1,40
056.31.10.031.00,8/1/14,0,,8/1/15,10.74935582,0,1,12
056.32.05.001.00,8/1/14,0,,4/1/15,11.00209984,0,1,8
056.32.10.007.00,8/1/14,0,,,10.5941316,0,0,60
056.32.12.041.00,8/1/14,0,9/1/15,,11.42081018,1,0,13
056.32.17.003.01,8/1/14,0,,,11.60367983,0,0,60
056.32.19.004.00,8/1/14,0,12/1/14,,10.95779958,1,0,4
056.32.20.050.00,8/1/14,0,,,11.40645322,0,0,60
056.32.22.020.00,8/1/14,0,,,11.26702493,0,0,60
056.32.27.007.00,8/1/14,0,,10/1/17,11.54248427,0,1,38
056.34.03.004.01,8/1/14,0,,,10.55841352,0,0,60
056.34.07.010.00,8/1/14,0,,,11.28978191,0,0,60
056.40.00.008.00,8/1/14,0,,,10.87804719,0,0,60
056.41.04.027.00,8/1/14,0,,11/1/18,11.46163217,0,1,51
056.41.04.027.00,8/1/14,0,,7/1/16,11.46163217,0,1,23
056.41.06.006.00,8/1/14,0,,,10.32875529,0,0,60
056.42.01.059.00,8/1/14,0,,,9.104979856,0,0,60
056.42.01.079.00,8/1/14,0,,6/1/16,10.37349118,0,1,22
056.42.02.023.00,8/1/14,1,9/1/18,,10.73856823,1,0,1
056.42.02.023.00,8/1/14,0,,8/1/15,10.73856823,0,1,12
056.43.10.004.00,8/1/14,0,,,10.86092023,0,0,60
056.44.00.001.02,8/1/14,0,,,9.903487553,0,0,60
056.44.02.005.00,8/1/14,1,,3/1/15,10.13062313,0,1,7
058.40.00.241.00,8/1/14,0,,,11.68687877,0,0,60
059.00.00.003.56,8/1/14,0,,,12.31268238,0,0,60
059.10.00.020.00,8/1/14,0,,,12.46265097,0,0,60
059.10.00.069.00,8/1/14,0,,,12.35449265,0,0,60
059.20.00.008.00,8/1/14,0,10/1/14,,10.45160896,1,0,2
059.30.00.080.00,8/1/14,0,,,11.58988651,0,0,60
059.30.00.081.00,8/1/14,0,,,11.22524339,0,0,60
059.30.10.033.00,8/1/14,0,,,12.71589777,0,0,60
059.30.10.058.00,8/1/14,0,,,12.64626119,0,0,60
059.40.00.151.00,8/1/14,0,,,11.22524339,0,0,60
040.14.08.029.00,9/1/14,0,,,10.4341158,0,0,60
040.14.10.013.00,9/1/14,0,,,12.1281111,0,0,60
040.14.24.011.00,9/1/14,0,,,7.60090246,0,0,60
040.30.00.084.02,9/1/14,0,,,9.539644119,0,0,60
040.30.00.181.01,9/1/14,0,,,10.1266311,0,0,60
040.34.04.004.01,9/1/14,0,,,16.89458624,0,0,60
040.41.01.002.00,9/1/14,0,,4/1/15,13.26905776,0,1,7
040.43.02.016.00,9/1/14,0,,11/1/17,12.35879373,0,1,38
040.43.06.008.00,9/1/14,0,,,10.89673933,0,0,60
040.44.01.025.00,9/1/14,0,2/1/15,,10.41331268,1,0,5
040.44.01.025.00,9/1/14,0,2/1/15,,10.41331268,1,0,5
040.44.01.058.00,9/1/14,0,,,10.46310334,0,0,60
040.44.06.020.00,9/1/14,0,,,,0,0,60
040.44.09.024.00,9/1/14,0,12/1/14,,10.0301202,1,0,3
040.44.12.006.00,9/1/14,0,8/1/16,,9.852194258,1,0,23
040.44.15.004.00,9/1/14,0,,,11.28978191,0,0,60
041.30.02.002.13,9/1/14,0,,12/1/17,12.59642412,0,1,39
041.30.02.002.13,9/1/14,0,,9/1/15,12.59642412,0,1,12
041.30.02.006.16,9/1/14,0,,,13.03090577,0,0,60
041.40.01.007.00,9/1/14,0,,,11.24373798,0,0,60
041.40.21.013.00,9/1/14,0,,2/1/18,10.88743693,0,1,41
042.30.01.006.00,9/1/14,0,,7/1/16,12.36776623,0,1,22
044.40.00.002.22,9/1/14,0,,12/1/17,11.68687877,0,1,39
045.00.01.223.00,9/1/14,0,,2/1/15,11.76756768,0,1,5
045.00.01.223.00,9/1/14,0,,2/1/15,11.76756768,0,1,5
045.00.01.236.00,9/1/14,0,,,11.66650455,0,0,60
045.10.00.062.00,9/1/14,0,,,12.17303279,0,0,60
045.10.01.086.00,9/1/14,0,,,11.83500896,0,0,60
045.10.01.250.00,9/1/14,0,,,12.03824553,0,0,60
045.30.00.001.08,9/1/14,0,,,11.74403719,0,0,60
045.30.00.001.45,9/1/14,0,,,11.70354582,0,0,60
045.30.00.633.00,9/1/14,0,,,10.94552949,0,0,60
045.30.01.029.00,9/1/14,0,,,11.65268741,0,0,60
054.14.18.007.00,9/1/14,0,,12/1/16,14.21763676,0,1,27
054.14.18.007.00,9/1/14,0,,5/1/15,14.21763676,0,1,8
054.14.18.007.00,9/1/14,0,,5/1/15,14.21763676,0,1,8
054.21.06.019.00,9/1/14,0,,11/1/16,9.83091686,0,1,26
054.21.07.010.00,9/1/14,0,,12/1/17,11.08214255,0,1,39
054.21.07.017.00,9/1/14,0,,7/1/16,12.1542529,0,1,22
054.22.06.010.00,9/1/14,0,,,11.99535161,0,0,60
054.22.09.011.00,9/1/14,0,,,11.8913619,0,0,60
054.22.18.004.00,9/1/14,0,,,11.40756495,0,0,60
054.22.18.019.00,9/1/14,0,,,9.998797732,0,0,60
054.22.20.002.00,9/1/14,0,,,10.91508846,0,0,60
054.22.20.010.00,9/1/14,0,,,9.210340372,0,0,60
054.23.27.002.00,9/1/14,0,,,12.84792653,0,0,60
054.24.03.003.00,9/1/14,0,,,12.18075484,0,0,60
054.24.05.002.00,9/1/14,0,,10/1/15,10.91508846,0,1,13
054.24.08.003.00,9/1/14,0,,,11.83500896,0,0,60
054.24.08.004.00,9/1/14,0,,,12.10348606,0,0,60
054.24.18.006.00,9/1/14,0,,,9.305650552,0,0,60
054.24.19.005.00,9/1/14,0,,5/1/15,10.08996712,0,1,8
054.24.19.005.00,9/1/14,0,,5/1/15,10.08996712,0,1,8
054.24.19.005.00,9/1/14,0,12/1/17,,10.08996712,1,0,39
054.24.19.027.00,9/1/14,0,,6/1/17,11.65268741,0,1,33
054.24.19.027.00,9/1/14,0,,6/1/18,11.65268741,0,1,45
054.24.19.027.00,9/1/14,0,,8/1/18,11.65268741,0,1,47
054.24.19.027.00,9/1/14,0,,6/1/16,11.65268741,0,1,21
054.42.03.006.00,9/1/14,0,,9/1/15,7.824046011,0,1,12
054.42.05.003.00,9/1/14,0,,11/1/16,9.740968623,0,1,26
054.42.09.007.00,9/1/14,0,,7/1/18,11.04292184,0,1,46
055.11.09.007.00,9/1/14,0,,5/1/17,8.160518247,0,1,32
055.11.19.011.00,9/1/14,0,,,8.242756346,0,0,60
055.11.22.014.00,9/1/14,0,,,10.81977828,0,0,60
055.11.22.037.00,9/1/14,0,,,10.02570519,0,0,60
055.11.27.001.00,9/1/14,0,,6/1/16,10.37349118,0,1,21
055.11.27.010.00,9/1/14,0,,12/1/18,8.29404964,0,1,51
055.11.28.011.00,9/1/14,0,,,8.9226583,0,0,60
055.11.30.006.00,9/1/14,0,7/1/17,,8.935903526,1,0,34
055.11.31.022.00,9/1/14,0,,,9.903487553,0,0,60
055.11.31.023.00,9/1/14,0,,,8.517193191,0,0,60
055.12.02.056.00,9/1/14,0,,1/1/18,9.83091686,0,1,40
055.12.09.003.01,9/1/14,0,,,11.43496392,0,0,60
055.12.09.009.00,9/1/14,0,,7/1/17,10.84933709,0,1,34
055.12.09.051.00,9/1/14,0,,,10.03889219,0,0,60
055.12.19.008.00,9/1/14,0,,12/1/17,11.08214255,0,1,39
055.13.05.021.00,9/1/14,0,,,11.73606902,0,0,60
055.13.15.035.00,9/1/14,0,,,9.680344001,0,0,60
055.13.16.002.00,9/1/14,0,,,10.71441777,0,0,60
055.14.06.042.00,9/1/14,0,,,10.81977828,0,0,60
055.14.13.004.00,9/1/14,0,,,9.846917201,0,0,60
055.14.13.005.00,9/1/14,1,,,8.476371197,0,0,60
055.14.16.003.00,9/1/14,0,,,10.30895266,0,0,60
055.14.19.012.00,9/1/14,0,,,12.08672589,0,0,60
055.14.19.013.00,9/1/14,0,,,12.08672589,0,0,60
055.20.12.003.00,9/1/14,0,12/1/15,,11.57119437,1,0,15
055.21.01.108.00,9/1/14,0,,11/1/18,11.82846587,0,1,50
055.21.01.109.00,9/1/14,0,,11/1/18,11.8386256,0,1,50
055.21.01.114.00,9/1/14,0,,9/1/16,11.77528973,0,1,24
055.21.01.147.00,9/1/14,0,,,12.24047407,0,0,60
055.23.09.014.00,9/1/14,0,,,10.50780352,0,0,60
055.23.19.014.00,9/1/14,0,,3/1/17,,0,1,30
055.23.20.005.00,9/1/14,0,,,11.22524339,0,0,60
055.24.02.003.00,9/1/14,0,,,11.75194237,0,0,60
055.24.04.003.00,9/1/14,0,,,10.75790288,0,0,60
055.24.04.012.00,9/1/14,0,,12/1/18,10.46310334,0,1,51
055.24.11.006.00,9/1/14,0,,4/1/18,11.22524339,0,1,43
055.31.08.009.00,9/1/14,0,,11/1/17,9.903487553,0,1,38
055.31.08.009.01,9/1/14,0,,11/1/17,9.903487553,0,1,38
055.31.12.013.00,9/1/14,0,,,9.210340372,0,0,60
055.31.13.007.00,9/1/14,0,,,9.680344001,0,0,60
055.32.01.037.00,9/1/14,0,,,11.08214255,0,0,60
055.32.04.054.00,9/1/14,0,,3/1/15,9.480367509,0,1,6
055.32.22.014.00,9/1/14,0,,,11.08214255,0,0,60
055.32.23.020.00,9/1/14,0,,7/1/17,10.75577295,0,1,34
055.32.25.005.00,9/1/14,0,,,11.69524702,0,0,60
055.41.02.004.00,9/1/14,0,,,11.66134547,0,0,60
055.41.02.017.00,9/1/14,0,,,9.903487553,0,0,60
056.11.02.011.00,9/1/14,0,,,10.95080655,0,0,60
056.11.03.012.00,9/1/14,0,,3/1/17,11.49272276,0,1,30
056.11.07.003.00,9/1/14,0,,,10.20359214,0,0,60
056.12.03.004.00,9/1/14,0,,,11.03488966,0,0,60
056.12.10.017.00,9/1/14,0,,,11.19821472,0,0,60
056.13.02.041.00,9/1/14,0,,,11.38509209,0,0,60
056.13.02.135.00,9/1/14,0,,,10.81977828,0,0,60
056.13.02.139.00,9/1/14,0,,4/1/15,11.56171563,0,1,7
056.13.13.016.00,9/1/14,0,,,11.31447453,0,0,60
056.13.15.018.00,9/1/14,0,,,11.36210258,0,0,60
056.31.09.015.00,9/1/14,0,,,9.61580548,0,0,60
056.31.10.024.00,9/1/14,1,,8/1/17,11.17043516,0,1,35
056.31.10.029.00,9/1/14,0,,3/1/15,10.1266311,0,1,6
056.31.18.012.00,9/1/14,0,10/1/14,,10.56100756,1,0,1
056.32.05.001.00,9/1/14,0,,4/1/15,11.00209984,0,1,7
056.32.17.009.00,9/1/14,0,,,10.9869862,0,0,60
056.32.24.004.00,9/1/14,0,10/1/14,,11.04452056,1,0,1
056.32.25.032.00,9/1/14,0,,,11.28978191,0,0,60
056.32.27.017.00,9/1/14,0,,,11.28978191,0,0,60
056.34.04.009.00,9/1/14,0,,,10.96647266,0,0,60
056.41.03.018.00,9/1/14,0,12/1/14,,10.73856823,1,0,3
056.41.05.031.00,9/1/14,0,,8/1/16,9.487972109,0,1,23
056.42.01.039.00,9/1/14,0,,,11.39639165,0,0,60
056.42.01.068.00,9/1/14,1,,12/1/18,11.15625052,0,1,51
056.43.05.011.00,9/1/14,0,,,11.49272276,0,0,60
056.44.05.014.00,9/1/14,0,,,10.81977828,0,0,60
059.30.00.082.00,9/1/14,0,,1/1/18,11.15625052,0,1,40
059.30.10.065.00,9/1/14,0,,,12.3779229,0,0,60
040.13.00.034.00,10/1/14,0,,12/1/17,11.15625052,0,1,38
040.13.00.034.00,10/1/14,0,,8/1/16,11.15625052,0,1,22
040.13.00.035.00,10/1/14,0,,8/1/16,11.15625052,0,1,22
040.13.00.035.00,10/1/14,0,,12/1/17,11.15625052,0,1,38
040.30.00.001.07,10/1/14,0,,,11.00209984,0,0,60
040.41.12.085.00,10/1/14,0,7/1/15,,11.21989579,1,0,9
040.41.12.152.00,10/1/14,0,,,11.50388472,0,0,60
040.41.12.230.00,10/1/14,0,,7/1/18,11.55598495,0,1,45
040.41.12.233.00,10/1/14,0,,,11.91839057,0,0,60
040.43.06.004.00,10/1/14,0,,,11.58524613,0,0,60
040.43.08.018.00,10/1/14,0,,,11.9823039,0,0,60
040.43.09.043.00,10/1/14,0,,10/1/15,10.858999,0,1,12
040.43.12.035.00,10/1/14,0,,,11.65268741,0,0,60
040.44.18.002.00,10/1/14,0,,,6.214608098,0,0,60
041.30.02.004.36,10/1/14,0,,,12.63785506,0,0,60
041.30.02.008.00,10/1/14,0,,,13.81551056,0,0,60
041.33.06.029.00,10/1/14,0,,,10.81977828,0,0,60
041.40.21.009.00,10/1/14,0,,,11.51292546,0,0,60
042.30.00.044.00,10/1/14,0,,,10.81977828,0,0,60
042.30.00.045.00,10/1/14,0,,,11.08214255,0,0,60
043.00.03.009.14,10/1/14,0,,,9.392661929,0,0,60
044.20.00.039.00,10/1/14,0,,7/1/17,10.30895266,0,1,33
045.00.01.148.00,10/1/14,0,,8/1/18,11.61457912,0,1,46
045.10.01.275.00,10/1/14,0,,,12.06104687,0,0,60
045.30.00.001.67,10/1/14,0,,,11.80559508,0,0,60
045.30.00.047.00,10/1/14,0,4/1/15,,11.8277362,1,0,6
045.30.00.082.00,10/1/14,0,,,11.32659589,0,0,60
045.30.00.186.00,10/1/14,0,,3/1/15,11.24635236,0,1,5
045.30.00.241.00,10/1/14,0,,,11.57119437,0,0,60
045.30.00.333.00,10/1/14,0,5/1/15,,11.15625052,1,0,7
045.30.00.333.00,10/1/14,0,5/1/15,,11.15625052,1,0,7
045.30.00.654.00,10/1/14,0,,,11.66134547,0,0,60
045.40.00.112.00,10/1/14,0,,,11.59910316,0,0,60
045.40.00.116.00,10/1/14,0,,,11.7829526,0,0,60
054.14.12.015.00,10/1/14,0,,,13.01700286,0,0,60
054.21.04.044.00,10/1/14,0,,,11.71177632,0,0,60
054.21.14.009.00,10/1/14,0,,,11.60823564,0,0,60
054.21.24.002.00,10/1/14,0,,9/1/18,13.86430072,0,1,47
054.22.01.013.00,10/1/14,0,,,10.81977828,0,0,60
054.22.11.013.01,10/1/14,0,,,7.696212639,0,0,60
054.22.14.013.00,10/1/14,0,,9/1/18,10.92233487,0,1,47
054.22.19.007.01,10/1/14,0,,,8.29404964,0,0,60
054.22.26.001.00,10/1/14,0,,2/1/15,10.41331268,0,1,4
054.22.26.001.00,10/1/14,0,,2/1/15,10.41331268,0,1,4
054.22.34.016.00,10/1/14,0,,,6.551080335,0,0,60
054.23.07.010.00,10/1/14,0,,7/1/15,13.81551056,0,1,9
054.23.14.006.00,10/1/14,0,,,12.39669301,0,0,60
054.23.17.004.00,10/1/14,0,,,12.4874851,0,0,60
054.23.17.005.00,10/1/14,0,,,12.4874851,0,0,60
054.23.17.019.00,10/1/14,0,,,11.91839057,0,0,60
054.23.21.019.00,10/1/14,0,,,9.433483923,0,0,60
054.24.12.024.00,10/1/14,0,,,10.84349481,0,0,60
054.24.23.002.00,10/1/14,0,,,10.46024211,0,0,60
054.24.27.021.00,10/1/14,0,,,8.853665428,0,0,60
055.11.26.038.00,10/1/14,0,,,11.60823564,0,0,60
055.11.29.005.00,10/1/14,0,,,10.46310334,0,0,60
055.12.01.010.00,10/1/14,0,,,9.903487553,0,0,60
055.12.10.016.00,10/1/14,0,,,10.30895266,0,0,60
055.12.21.017.00,10/1/14,0,,4/1/17,10.56100756,0,1,30
055.12.21.017.00,10/1/14,0,,10/1/17,10.56100756,0,1,36
055.12.21.017.00,10/1/14,0,,11/1/17,10.56100756,0,1,37
055.12.21.017.00,10/1/14,0,,4/1/15,10.56100756,0,1,6
055.12.22.003.00,10/1/14,0,,,10.6237634,0,0,60
055.13.05.013.00,10/1/14,0,,3/1/15,8.612503371,0,1,5
055.13.05.013.00,10/1/14,0,,10/1/18,8.612503371,0,1,48
055.13.05.014.00,10/1/14,0,,10/1/18,8.612503371,0,1,48
055.13.05.014.00,10/1/14,0,,3/1/15,8.612503371,0,1,5
