id,hap,fdummy,sdummy,spell,saleval
055.11.16.004.00,0,0,0,48,9.786953736
055.11.16.004.00,0,0,0,48,9.786953736
055.11.16.011.00,0,0,1,40,9.798127037
055.11.16.011.00,0,0,1,25,9.798127037
055.11.16.011.00,0,0,1,40,9.798127037
055.11.16.011.00,0,0,1,25,9.798127037
055.11.16.020.00,0,0,0,48,10.67821472
055.11.17.038.00,0,1,1,4,10.30895266
055.11.17.043.00,0,0,0,48,10.04324949
055.11.17.053.00,0,1,0,2,11.23848862
055.11.20.005.00,0,0,0,48,10.59663473
055.11.22.052.00,0,0,0,48,10.96819829
055.11.25.008.00,0,0,1,44,10.4487146
055.11.25.008.00,0,0,1,33,10.4487146
055.11.26.025.00,0,0,0,48,9.210340372
055.11.26.033.00,0,0,0,48,9.61580548
055.11.32.005.00,0,0,1,23,10.46310334
055.11.32.005.00,0,0,1,26,10.46310334
055.11.32.028.00,0,1,0,10,11.19684392
055.11.32.028.00,0,1,0,10,11.19684392
055.11.32.030.00,0,0,0,48,9.433483923
055.11.32.030.00,0,0,0,48,9.433483923
055.12.01.011.00,0,0,0,48,11.56171563
055.12.02.036.00,0,0,0,48,11.26446411
055.12.02.065.01,0,0,0,48,11.86709728
055.12.02.065.01,0,0,0,48,11.86709728
055.12.03.014.00,0,0,1,16,10.04324949
055.12.04.007.00,0,0,0,48,11.39639165
055.12.05.006.00,0,0,0,48,10.01681624
055.12.05.025.00,0,0,0,48,8.517193191
055.12.05.027.00,0,1,0,24,11.08214255
055.12.05.027.00,0,1,0,24,11.08214255
055.12.05.036.00,0,0,0,48,11.35040654
055.12.06.006.00,0,0,0,48,11.33857208
055.12.06.014.00,0,0,1,37,10.88369161
055.12.06.014.00,0,0,1,37,10.88369161
055.12.08.011.00,1,0,0,48,11.19134184
055.12.09.018.00,0,0,0,48,10.98529272
055.12.09.049.00,1,0,0,48,11.28978191
055.12.09.049.00,1,0,0,48,11.28978191
055.12.10.006.00,0,1,0,5,11.00209984
055.12.10.006.00,0,0,0,48,11.00209984
055.12.10.006.00,0,1,0,5,11.00209984
055.12.10.011.00,0,0,0,48,10.1266311
055.12.12.019.00,0,0,1,21,10.22194128
055.12.13.002.00,0,0,0,48,9.898475011
055.12.13.002.00,0,0,0,48,9.898475011
055.12.18.018.00,1,0,0,48,11.51292546
055.12.19.009.00,0,0,0,48,11.22524339
055.12.19.016.00,1,0,0,48,11.40756495
055.12.19.019.00,0,1,0,16,10.94376426
055.12.19.019.00,0,0,1,11,10.94376426
055.12.20.001.00,0,0,0,48,10.4341158
055.12.20.001.00,0,0,0,48,10.4341158
055.12.20.015.00,0,0,0,48,9.26860928
055.12.20.015.00,0,0,0,48,9.26860928
055.12.21.017.00,0,0,1,31,9.825526011
055.12.21.017.00,0,0,1,30,9.825526011
055.12.21.017.00,0,0,1,24,9.825526011
055.12.22.014.00,1,0,1,12,9.384293679
055.12.22.015.00,0,0,0,48,9.61580548
055.13.03.003.01,0,0,0,48,9.210340372
055.13.03.004.00,0,0,0,48,9.903487553
055.13.03.004.00,0,0,0,48,9.903487553
055.13.04.008.00,0,0,1,27,9.546812609
055.13.05.013.00,0,0,1,43,9.472704636
055.13.05.014.00,0,0,1,43,9.358760377
055.13.07.033.00,0,0,0,48,11.15482093
055.13.07.033.01,0,0,0,48,11.15482093
055.13.08.021.00,0,0,0,48,11.39639165
055.13.09.003.00,0,0,0,48,11.7352687
055.13.11.010.00,0,0,0,48,10.81977828
055.13.11.010.00,0,0,0,48,10.81977828
055.13.11.011.00,0,1,0,6,9.798127037
055.13.11.026.00,0,0,1,15,10.4341158
055.13.11.026.00,0,0,1,10,10.4341158
055.13.11.026.00,0,0,1,9,10.4341158
055.13.11.042.00,0,0,0,48,8.779557456
055.13.12.002.00,0,0,0,48,11.91839057
055.13.12.002.00,0,0,0,48,11.91839057
055.13.12.005.00,0,0,0,48,11.8313792
055.13.12.005.01,0,0,0,48,11.75587164
055.13.13.007.00,0,0,1,25,10.54796956
055.13.13.019.00,0,0,1,21,10.1266311
055.13.13.019.01,0,0,1,21,10.1266311
055.13.13.024.00,0,0,0,48,11.00209984
055.13.13.024.00,0,0,0,48,11.00209984
055.13.13.026.00,0,0,1,22,9.903487553
055.13.13.026.00,0,0,1,24,9.903487553
055.13.13.030.00,0,1,0,1,10.74935582
055.13.13.030.00,0,0,0,48,10.74935582
055.13.13.030.00,0,1,0,1,10.74935582
055.13.13.031.00,0,1,0,6,10.19241884
055.13.14.020.00,0,0,0,48,11.28978191
055.13.14.021.00,0,0,0,48,11.28978191
055.13.14.024.00,0,0,1,32,10.91508846
055.13.15.037.00,0,0,0,48,11.06663836
055.13.16.001.00,0,0,1,28,12.00762171
055.13.16.015.00,0,0,0,48,10.81977828
055.13.16.028.00,0,0,1,10,11.71993963
055.13.16.029.00,0,0,1,10,11.5395674
055.13.16.031.00,0,0,0,48,11.75194237
055.13.17.008.00,0,0,0,48,9.546812609
055.13.17.008.00,0,0,0,48,9.546812609
055.14.01.021.00,0,1,0,6,10.57131693
055.14.01.033.00,0,0,0,48,10.6896696
055.14.01.033.00,0,0,0,48,10.6896696
055.14.02.005.00,0,0,0,48,11.34922937
055.14.02.024.00,0,0,1,43,10.81977828
055.14.02.025.00,0,0,0,48,10.91508846
055.14.03.002.00,0,1,0,1,10.21464198
055.14.03.002.00,0,0,0,48,10.21464198
055.14.03.003.00,0,0,0,48,10.81977828
055.14.03.005.00,0,1,0,9,11.24504602
055.14.06.034.00,0,0,1,39,9.648595303
055.14.13.003.00,0,0,0,48,9.220290703
055.14.17.011.00,0,0,0,48,10.1266311
055.14.18.012.00,0,0,0,48,9.104979856
055.14.18.012.00,0,0,0,48,9.104979856
055.14.19.004.00,0,0,0,48,10.30895266
055.14.19.010.01,0,0,1,14,11.64395373
055.14.19.010.01,0,0,1,14,11.64395373
055.14.21.003.00,0,0,1,20,10.95080655
055.14.21.025.00,0,0,0,48,9.903487553
055.14.22.003.00,0,0,0,48,10.80972795
055.14.23.015.00,0,0,0,48,10.05190756
055.14.23.015.00,0,1,0,1,10.05190756
055.14.24.001.00,0,0,0,48,11.1732481
055.14.24.004.00,0,0,1,27,11.00209984
055.14.24.006.00,0,0,0,48,11.08214255
055.14.24.023.00,0,0,0,48,11.01862914
055.14.24.023.00,0,0,0,48,11.01862914
055.14.25.006.00,0,0,0,48,9.472704636
055.14.26.001.00,0,0,0,48,10.30895266
055.14.26.001.00,0,0,0,48,10.30895266
055.14.26.002.00,0,0,0,48,10.89673933
055.14.26.002.00,0,0,0,48,10.89673933
055.14.27.013.00,0,0,0,48,9.903487553
055.14.27.016.00,0,0,0,48,11.27720313
055.14.27.017.00,0,0,0,48,11.50791292
055.14.27.024.00,0,0,0,48,11.28978191
055.14.27.024.00,0,0,0,48,11.28978191
055.20.02.006.00,0,0,1,14,11.51292546
055.20.02.017.00,0,0,0,48,11.65268741
055.20.03.003.00,0,0,1,42,10.91508846
055.20.03.003.00,0,0,1,42,10.91508846
055.20.03.004.00,0,0,1,43,10.91508846
055.20.03.004.00,0,0,1,42,10.91508846
055.20.03.004.00,0,0,1,43,10.91508846
055.20.03.004.00,0,0,1,42,10.91508846
055.20.06.001.05,0,0,0,48,11.43496392
055.20.08.005.01,0,0,1,31,10.30895266
055.20.08.005.01,0,0,1,26,10.30895266
055.20.08.005.02,1,0,1,20,11.22524339
055.20.10.008.00,0,0,0,48,11.08214255
055.20.10.025.01,1,0,1,10,11.33020383
055.20.10.033.00,0,0,0,48,11.26446411
055.20.10.041.00,0,0,1,25,11.56171563
055.20.12.034.00,0,0,0,48,11.60823564
055.21.01.106.00,0,0,1,13,11.79960704
055.21.01.113.00,0,0,1,43,11.69524702
055.21.01.117.00,0,0,1,38,11.56171563
055.21.01.120.00,0,0,0,48,11.65355659
055.21.01.135.00,0,0,1,38,12.38421883
055.21.01.139.00,0,0,0,48,12.15477935
055.21.01.139.00,0,0,0,48,12.15477935
055.21.01.167.00,0,0,1,44,11.60823564
055.21.01.169.00,0,0,1,45,11.6784399
055.21.01.169.00,0,0,1,45,11.6784399
055.21.01.171.00,0,0,1,37,11.60823564
055.21.01.172.00,0,1,0,12,11.73606902
055.21.01.174.00,0,0,1,45,11.68266824
055.21.01.174.00,0,0,1,45,11.68266824
055.21.01.187.00,0,1,0,10,11.87269561
055.21.02.004.00,0,0,0,48,11.20504069
055.21.02.086.01,0,0,0,48,14.94691267
055.21.02.086.01,0,0,0,48,14.94691267
055.21.02.092.01,0,0,1,40,11.42409425
055.21.02.092.01,0,0,1,40,11.42409425
055.21.03.032.00,0,0,0,48,11.08214255
055.21.05.003.00,0,0,0,48,9.952277717
055.23.02.001.00,0,0,0,48,11.82041016
055.23.03.012.00,0,0,1,17,
055.23.03.012.00,0,0,1,45,
055.23.03.012.00,0,0,1,17,
055.23.03.012.00,0,0,1,45,
055.23.04.002.00,0,0,0,48,11.08214255
055.23.07.004.00,0,0,0,48,10.1266311
055.23.07.008.00,0,0,0,48,11.15625052
055.23.07.009.00,0,0,0,48,10.75790288
055.23.08.001.00,0,0,0,48,10.81977828
055.23.09.007.00,0,0,0,48,10.1064284
055.23.09.013.00,0,1,0,3,10.59663473
055.23.09.015.00,0,0,0,48,10.37349118
055.23.09.031.00,0,0,0,48,9.392661929
055.23.09.031.00,0,0,0,48,9.392661929
055.23.10.001.00,0,0,0,48,9.104979856
055.23.11.023.00,0,0,1,15,10.81977828
055.23.13.004.00,0,0,0,48,10.71441777
055.23.13.005.00,0,0,1,35,11.40756495
055.23.14.010.00,0,0,0,48,10.89673933
055.23.19.004.00,0,0,0,48,11.65268741
055.23.19.020.00,0,0,0,48,11.08214255
055.23.20.013.00,0,1,0,13,11.04452056
055.24.01.007.00,1,0,0,48,11.25803322
055.24.02.005.00,0,0,1,40,11.28978191
055.24.02.005.00,0,0,1,22,11.28978191
055.24.02.005.00,0,0,1,37,11.28978191
055.24.03.005.00,0,1,0,14,
055.24.05.001.00,0,0,0,48,9.717157974
055.24.05.001.00,0,0,0,48,9.717157974
055.24.12.004.00,0,0,1,6,10.65960953
055.24.12.004.00,0,0,1,17,10.65960953
055.24.12.004.00,0,0,1,19,10.65960953
055.24.13.001.00,0,0,1,15,11.46163217
055.24.13.001.01,0,0,0,48,8.517193191
055.31.01.014.00,0,0,1,20,7.824046011
055.31.01.014.00,0,0,1,20,7.824046011
055.31.01.014.00,0,0,1,19,7.824046011
055.31.01.033.00,0,0,1,23,6.214608098
055.31.01.033.00,0,0,1,23,6.214608098
055.31.03.035.00,0,0,0,48,9.560997244
055.31.04.004.00,0,0,0,48,10.91508846
055.31.04.007.00,0,0,1,33,9.546812609
055.31.04.007.00,0,0,1,17,9.546812609
055.31.08.005.00,0,0,1,35,9.71111566
055.31.08.005.00,0,0,1,28,9.71111566
055.31.08.015.00,0,0,1,22,10.51596683
055.31.09.035.00,0,0,0,48,10.91508846
055.31.09.037.00,0,0,0,48,10.01681624
055.31.09.038.00,0,0,1,25,9.61580548
055.31.10.004.00,0,0,0,48,11.00209984
055.31.10.004.00,0,0,0,48,11.00209984
055.31.10.021.00,0,0,0,48,11.05247605
055.31.10.021.00,0,0,0,48,11.05247605
055.31.10.028.00,0,0,0,48,10.42228135
055.31.12.017.00,1,0,0,48,10.97678203
055.31.18.002.00,0,0,0,48,10.01681624
055.31.19.007.01,0,0,0,48,11.40756495
055.31.22.011.08,0,0,0,48,11.46163217
055.31.23.002.00,0,0,0,48,10.04324949
055.31.24.005.00,0,0,0,48,9.210340372
055.31.26.006.00,0,0,1,40,8.699514748
055.31.26.006.00,0,0,1,36,8.699514748
055.31.26.014.00,0,0,0,48,8.935903526
055.32.01.015.00,0,0,0,48,10.01681624
055.32.01.021.00,0,1,0,9,11.00708738
055.32.01.026.00,0,0,1,24,10.46310334
055.32.02.028.00,0,0,1,33,9.510444964
055.32.03.020.00,0,0,1,30,10.86856845
055.32.03.022.00,0,0,1,14,10.55841352
055.32.04.033.00,0,0,0,48,10.01681624
055.32.04.050.00,0,0,0,48,10.81977828
055.32.04.054.00,0,0,0,48,11.15625052
055.32.04.055.00,0,0,0,48,10.81977828
055.32.04.068.00,0,0,0,48,9.878169745
055.32.04.082.00,0,0,0,48,11.76056649
055.32.04.094.00,0,0,0,48,11.56171563
055.32.04.094.00,0,0,0,48,11.56171563
055.32.05.014.00,1,0,0,48,11.19821472
055.32.07.013.00,0,0,0,48,11.56171563
055.32.09.006.00,0,0,0,48,9.998797732
055.32.10.018.00,0,0,0,48,11.1844214
055.32.10.018.00,0,0,0,48,11.1844214
055.32.14.015.00,0,0,0,48,10.6896696
055.32.15.006.00,1,0,0,48,11.2515607
055.32.16.007.00,0,0,0,48,11.50186452
055.32.18.006.00,0,0,0,48,4.605170186
055.32.19.002.00,0,0,0,48,8.809862805
055.32.19.002.00,0,0,0,48,8.809862805
055.32.20.014.00,0,0,0,48,9.76995616
055.32.22.008.00,0,0,0,48,11.2515607
055.32.23.010.00,0,0,0,48,11.3736634
055.32.23.010.00,0,0,0,48,11.3736634
055.32.23.011.00,0,0,0,48,10.81977828
055.32.24.003.00,0,0,0,48,11.01862914
055.32.24.003.00,0,0,0,48,11.01862914
055.32.24.004.00,0,0,0,48,14.02658153
055.32.27.004.00,0,0,0,48,10.4487146
055.32.27.016.00,0,0,0,48,11.19134184
055.32.27.016.00,0,0,0,48,11.19134184
055.32.27.025.00,0,0,0,48,10.4341158
055.32.28.016.00,0,0,1,11,11.28978191
055.32.28.020.00,1,0,0,48,11.08214255
055.32.29.012.00,0,0,0,48,10.91508846
055.32.29.012.00,0,0,0,48,10.91508846
055.32.29.020.00,0,1,0,2,11.00209984
055.32.30.003.00,0,0,0,48,11.87756858
055.32.30.005.00,0,0,0,48,11.3736634
055.32.30.017.00,0,0,0,48,11.14186178
055.32.30.017.00,0,0,0,48,11.14186178
055.32.32.005.00,0,0,0,48,9.392661929
055.32.32.007.00,0,1,0,2,10.46595641
055.32.32.007.00,0,0,0,48,10.46595641
055.32.32.007.00,0,0,0,48,10.46595641
055.34.01.010.00,0,0,0,48,11.00209984
055.41.05.015.00,0,0,0,48,12.15477935
055.41.05.033.00,0,0,0,48,12.31043266
055.41.09.016.00,0,0,1,9,10.91508846
055.41.09.016.00,0,0,1,35,10.91508846
055.41.13.003.00,0,0,0,48,11.81303006
055.41.13.003.00,0,0,0,48,11.81303006
055.42.03.011.00,0,0,0,48,8.517193191
055.42.04.005.00,0,0,0,48,10.59663473
055.42.08.015.00,0,0,0,48,8.699514748
055.42.08.016.00,0,0,0,48,12.02873863
056.11.02.004.00,0,0,0,48,9.61580548
056.11.02.012.00,0,0,0,48,10.29214554
056.11.02.014.00,0,1,0,1,10.19988157
056.11.02.014.00,0,0,0,48,10.19988157
056.11.02.014.00,0,0,0,48,10.19988157
056.11.02.015.00,0,0,0,48,11.22524339
056.11.02.017.00,0,0,0,48,9.210340372
056.11.02.017.00,0,0,0,48,9.210340372
056.11.02.041.00,0,0,0,48,9.740968623
056.11.04.011.00,0,0,1,35,11.28978191
056.11.04.011.00,0,0,1,35,11.28978191
056.11.06.013.00,0,0,0,48,11.78676213
056.11.06.015.00,0,0,0,48,11.71993963
056.11.07.004.00,0,1,0,7,10.60905725
056.11.07.004.00,0,1,0,7,10.60905725
056.11.07.016.00,0,0,0,48,11.14186178
056.11.07.019.00,0,0,1,20,10.52674861
056.11.07.019.00,0,0,1,23,10.52674861
056.11.07.040.00,0,0,0,48,11.49272276
056.11.07.069.00,0,0,0,48,11.69524702
056.11.07.079.00,0,0,0,48,11.58058411
056.11.07.079.00,0,0,0,48,11.58058411
056.11.08.002.00,0,0,1,41,11.08214255
056.11.08.009.00,0,0,0,48,10.30895266
056.11.08.012.00,0,0,0,48,11.59910316
056.11.08.019.00,0,0,0,48,10.49127422
056.11.08.019.00,0,0,0,48,10.49127422
056.11.08.035.00,0,0,1,17,10.70548914
056.11.08.035.00,0,0,1,8,10.70548914
056.11.08.040.00,0,1,0,2,10.67590791
056.11.08.053.00,0,0,0,48,10.63344871
056.12.01.001.01,0,0,0,48,11.06663836
056.12.02.001.00,1,0,1,12,9.740968623
056.12.02.002.00,1,0,1,18,9.947504438
056.12.02.006.00,0,0,1,17,10.72106231
056.12.03.003.00,0,0,1,19,9.752664663
056.12.03.011.00,0,0,1,44,11.46163217
056.12.03.015.00,0,0,1,24,9.825526011
056.12.03.015.00,0,0,1,24,9.825526011
056.12.04.003.00,0,1,0,5,11.45423647
056.12.04.003.00,0,1,0,5,11.45423647
056.12.05.005.00,0,0,0,48,11.43496392
056.12.05.011.00,0,0,0,48,10.68051622
056.12.05.011.00,0,0,0,48,10.68051622
056.12.06.007.00,0,0,1,31,10.59663473
056.12.06.007.00,0,0,1,32,10.59663473
056.12.08.006.00,0,0,0,48,10.41930072
056.12.09.004.00,0,0,0,48,10.13855967
056.12.09.004.00,0,0,0,48,10.13855967
056.12.11.021.00,1,0,0,48,11.35040654
056.12.11.021.00,1,0,0,48,11.35040654
056.12.15.021.00,0,0,1,37,10.69194491
056.13.02.040.00,0,0,0,48,
056.13.02.040.00,0,0,0,48,
056.13.02.040.00,0,0,0,48,
056.13.02.096.00,0,0,0,48,11.3736634
056.13.02.096.00,0,0,0,48,11.3736634
056.13.02.118.00,0,0,0,48,11.39639165
056.13.02.133.00,0,0,0,48,11.80559508
056.13.02.139.00,0,0,0,48,11.53272809
056.13.02.141.00,0,0,0,48,11.6351431
056.13.03.008.00,0,0,0,48,11.65181746
056.13.04.001.00,0,0,0,48,10.66895539
056.13.05.003.00,0,0,0,48,9.903487553
056.13.05.003.00,0,0,0,48,9.903487553
056.13.05.020.00,0,0,0,48,11.42954386
056.13.06.004.00,0,0,0,48,10.83958091
056.13.06.004.00,0,0,0,48,10.83958091
056.13.06.006.00,0,1,0,2,10.62132735
056.13.07.015.00,0,0,1,16,10.71441777
056.13.07.015.00,0,0,1,23,10.71441777
056.13.07.015.00,0,0,1,16,10.71441777
056.13.07.015.00,0,0,1,23,10.71441777
056.13.08.017.00,0,0,0,48,10.30895266
056.13.08.028.00,0,0,0,48,11.08214255
056.13.09.023.00,0,0,0,48,11.56076279
056.13.12.019.00,0,0,0,48,10.82377031
056.13.12.019.00,0,0,0,48,10.82377031
056.13.13.041.00,0,0,0,48,11.46163217
056.13.15.005.00,0,0,0,48,10.80567936
056.13.15.005.00,0,0,0,48,10.80567936
056.13.16.018.00,0,0,0,48,11.19134184
056.13.16.018.00,0,0,0,48,11.19134184
056.13.16.019.00,0,0,0,48,10.93131966
056.13.16.019.00,0,0,0,48,10.93131966
056.13.18.007.00,0,0,0,48,11.08214255
056.14.01.012.00,0,0,0,48,10.4968144
056.14.01.012.00,0,0,0,48,10.4968144
056.14.01.018.00,0,0,0,48,10.91508846
056.14.02.020.00,0,0,1,28,11.12726298
056.14.04.010.00,0,0,1,39,11.06663836
056.14.04.020.00,0,0,0,48,11.15625052
056.20.00.059.09,0,0,0,48,11.69524702
056.23.01.001.00,0,0,0,48,11.15625052
056.23.01.001.00,0,0,0,48,11.15625052
056.23.01.008.00,0,1,0,24,10.03889219
056.23.01.009.00,0,1,0,24,11.14186178
056.23.01.030.00,0,0,0,48,11.38509209
056.23.03.002.00,0,0,1,35,11.31447453
056.23.03.002.00,0,0,1,35,11.31447453
056.23.03.010.00,0,0,0,48,11.08980542
056.31.02.007.00,0,0,0,48,11.08214255
056.31.02.020.00,0,0,1,4,11.44785347
056.31.02.020.00,0,0,1,4,11.44785347
056.31.05.008.00,0,0,0,48,10.56874953
056.31.06.003.00,0,1,0,13,10.59663473
056.31.08.005.00,0,0,0,48,10.34174248
056.31.10.004.00,0,0,0,48,8.29404964
056.31.10.029.00,0,0,0,48,10.93310697
056.31.10.031.00,0,0,1,28,11.12726298
056.31.10.033.00,0,0,0,48,10.33201793
056.31.10.033.00,0,1,0,3,10.33201793
056.31.11.001.00,0,0,1,40,11.53272809
056.31.11.001.00,0,0,1,40,11.53272809
056.31.11.018.00,0,0,0,48,11.15625052
056.31.13.006.00,0,0,0,48,9.966462352
056.31.13.006.00,0,0,0,48,9.966462352
056.31.13.008.00,0,1,0,3,10.32875529
056.31.21.005.00,1,0,1,36,11.6784399
056.31.23.017.00,0,0,0,48,11.54248427
056.32.05.001.00,0,0,0,48,11.65268741
056.32.05.003.00,0,0,0,48,11.28978191
056.32.05.008.00,0,0,0,48,11.62625415
056.32.05.008.00,0,0,0,48,11.62625415
056.32.06.013.00,0,0,0,48,11.10645986
056.32.08.010.00,0,1,0,13,10.82377031
056.32.10.006.00,0,0,0,48,11.73606902
056.32.11.004.00,0,0,0,48,10.34174248
056.32.12.005.00,0,0,0,48,11.46163217
056.32.12.014.00,0,0,0,48,10.59663473
056.32.12.019.00,0,0,0,48,11.08214255
056.32.12.019.00,0,0,0,48,11.08214255
056.32.12.019.00,0,0,0,48,11.08214255
056.32.12.019.00,0,0,0,48,11.08214255
056.32.12.022.00,0,0,0,48,11.40756495
056.32.12.022.00,0,0,0,48,11.40756495
056.32.12.023.00,0,0,0,48,11.40645322
056.32.12.041.00,0,0,0,48,10.6454249
056.32.13.010.00,0,0,1,20,11.37939407
056.32.13.011.00,0,0,0,48,10.81977828
056.32.14.010.00,0,0,0,48,11.35040654
056.32.14.020.00,1,0,0,48,10.46310334
056.32.14.020.00,1,0,0,48,10.46310334
056.32.15.003.00,0,0,0,48,10.98529272
056.32.19.002.00,0,0,0,48,11.5693058
056.32.20.005.00,0,0,1,26,10.81977828
056.32.20.005.00,0,0,1,19,10.81977828
056.32.20.006.00,0,0,0,48,10.49404814
056.32.20.012.00,0,0,0,48,10.4341158
056.32.20.020.00,0,1,0,2,10.6454249
056.32.20.020.00,0,0,0,48,10.6454249
056.32.20.025.00,0,0,1,16,11.29476946
056.32.23.001.00,0,0,0,48,11.40756495
056.32.23.001.00,0,0,0,48,11.40756495
056.32.23.009.00,0,0,0,48,10.57131693
056.32.23.024.00,0,0,0,48,9.952277717
056.32.23.027.00,0,0,1,18,10.30561376
056.32.23.027.00,0,0,1,13,10.30561376
056.32.25.002.00,0,0,0,48,10.79548559
056.32.25.005.00,0,0,0,48,11.31447453
056.32.25.015.00,0,0,1,18,9.903487553
056.32.25.015.00,0,0,1,18,9.903487553
056.32.25.016.00,0,1,0,2,10.47163824
056.32.25.022.00,0,1,0,4,9.717157974
056.32.25.022.00,0,1,0,4,9.717157974
056.32.26.017.00,0,0,0,48,11.48246626
056.32.27.011.00,0,0,0,48,9.76995616
056.32.28.002.00,1,0,1,37,10.84933709
056.32.28.010.11,0,0,0,48,9.998797732
056.34.01.003.00,0,0,0,48,9.210340372
056.34.01.003.00,0,0,0,48,9.210340372
056.34.01.013.00,0,0,0,48,11.89478071
056.34.04.012.00,0,0,1,14,11.23848862
056.34.06.003.00,1,0,0,48,11.2515607
056.34.06.008.00,0,0,0,48,11.36210258
056.34.07.011.00,0,0,0,48,9.740968623
056.34.07.014.00,0,0,0,48,9.305650552
056.34.07.018.00,0,0,0,48,11.36210258
056.40.00.005.00,0,0,0,48,11.25026116
056.40.00.006.00,0,0,0,48,11.25026116
056.41.01.004.00,0,0,0,48,11.67419361
056.41.02.006.00,0,0,0,48,11.22524339
056.41.02.029.00,0,0,1,30,9.903487553
056.41.02.045.00,0,0,0,48,10.25765937
056.41.02.047.00,0,0,0,48,9.61580548
056.41.02.050.00,0,0,0,48,11.00209984
056.41.02.050.00,0,0,0,48,11.00209984
056.41.02.050.00,0,0,0,48,11.00209984
056.41.02.050.00,0,0,0,48,11.00209984
056.41.03.026.00,0,0,0,48,10.20359214
056.41.03.034.00,0,0,0,48,6.214608098
056.41.03.055.00,0,0,1,20,11.1124479
056.41.03.055.00,0,0,1,29,11.1124479
056.41.03.055.00,0,0,1,23,11.1124479
056.41.03.055.00,0,0,1,14,11.1124479
056.41.03.066.00,0,0,0,48,10.1266311
056.41.04.036.00,0,0,0,48,11.33857208
056.41.04.074.00,0,0,1,22,9.305650552
056.41.04.074.00,0,0,1,22,9.305650552
056.41.05.004.00,0,0,0,48,11.39639165
056.41.06.007.00,0,0,1,16,10.56100756
056.41.06.007.00,0,0,1,5,10.56100756
056.41.08.008.00,0,0,1,18,9.46498259
056.41.08.009.00,0,0,0,48,10.30895266
056.41.08.014.00,0,0,1,36,9.903487553
056.41.08.015.00,0,0,0,48,10.81977828
056.41.08.015.01,0,0,0,48,10.81977828
056.42.01.019.00,0,0,1,6,10.2853428
056.42.01.019.00,0,0,1,14,10.2853428
056.42.01.019.00,0,0,1,6,10.2853428
056.42.01.025.00,0,0,0,48,11.16336799
056.42.01.037.00,0,0,0,48,10.1266311
056.42.01.047.00,0,0,0,48,11.09741002
056.42.01.047.00,0,0,0,48,11.09741002
056.42.01.067.00,0,0,1,30,10.11859893
056.42.01.082.00,0,0,0,48,11.08214255
056.42.01.082.00,0,0,0,48,11.08214255
056.42.01.092.00,1,0,1,8,9.249561085
056.42.02.007.00,0,0,1,43,9.433483923
056.42.02.007.00,0,0,1,29,9.433483923
056.42.02.010.00,0,0,1,36,9.975808214
056.42.02.010.00,0,0,1,32,9.975808214
056.42.02.022.00,0,0,0,48,11.38509209
056.42.02.023.00,1,1,0,37,11.35040654
056.42.02.028.00,1,0,0,48,11.23056255
056.43.01.013.00,0,0,1,13,9.903487553
056.43.01.020.00,1,1,0,3,10.74935582
056.43.01.031.00,0,0,0,48,10.76426557
056.43.03.004.00,0,0,0,48,7.60090246
056.43.04.010.00,0,1,0,13,10.81977828
056.43.05.008.00,0,0,0,48,10.03889219
056.43.06.016.00,0,0,0,48,9.798127037
056.43.07.006.00,1,0,1,17,10.59663473
056.43.09.024.00,0,0,1,9,11.46163217
056.43.10.007.00,0,0,1,18,10.50780352
056.43.10.014.00,0,0,0,48,9.71111566
056.44.00.001.12,0,1,0,3,10.74935582
056.44.00.001.17,0,0,0,48,10.94376426
056.44.00.001.17,0,0,0,48,10.94376426
056.44.00.001.21,0,0,1,13,10.67590791
056.44.01.017.00,0,0,0,48,10.49127422
056.44.02.005.00,1,0,0,48,11.22524339
056.44.03.007.00,0,1,0,6,10.37661131
056.44.04.002.00,0,0,0,48,10.54534144
059.00.00.003.40,0,0,0,48,11.80559508
059.00.00.003.43,0,0,1,9,11.98292909
059.00.00.003.52,0,0,0,48,12.27839331
059.00.00.003.66,0,0,0,48,12.11450545
059.00.00.003.87,0,0,0,48,12.23076526
059.10.00.029.00,0,0,1,17,12.25486281
059.10.00.037.00,0,0,0,48,12.29682701
059.10.00.046.00,0,0,0,48,12.4312142
059.10.00.061.00,0,0,0,48,12.31940133
059.10.00.065.00,0,0,0,48,12.32385568
059.10.00.065.00,0,0,0,48,12.32385568
059.10.00.097.00,0,0,0,48,12.38797745
059.20.00.082.00,0,0,1,18,11.81303006
059.30.00.067.00,0,0,0,48,11.14186178
059.30.00.070.00,0,0,0,48,11.28978191
059.30.00.084.00,0,0,0,48,11.60823564
059.30.00.113.00,0,0,1,36,11.55694235
059.30.00.116.00,0,0,0,48,11.76756768
059.30.10.047.00,0,0,0,48,11.7905572
059.30.10.061.00,0,0,0,48,12.58792789
059.30.10.068.00,0,0,0,48,12.46843691
