id,date,hap,fdummy,sdummy,spell
055.24.11.008.00,42644,0,0,1,25
055.24.12.004.00,42370,0,0,1,13
055.24.13.001.00,42552,0,0,0,36
055.31.01.014.00,42644,0,0,0,36
055.31.01.015.00,42401,0,0,0,36
055.31.01.015.00,42401,0,0,0,36
055.31.03.031.00,42552,0,0,0,36
055.31.03.037.00,42644,0,0,1,23
055.31.03.038.00,42644,0,0,1,23
055.31.03.039.00,42644,0,1,0,12
055.31.04.008.00,42522,0,0,0,36
055.31.05.011.01,42614,0,0,0,36
055.31.07.026.00,42552,0,0,0,36
055.31.07.036.00,42644,0,0,0,36
055.31.10.020.00,42644,0,1,0,3
055.31.10.027.00,42552,0,0,0,36
055.31.12.004.00,42552,0,0,0,36
055.31.12.006.00,42401,0,1,0,10
055.31.12.006.00,42401,0,1,0,10
055.31.12.029.00,42644,1,0,0,36
055.31.13.004.00,42401,0,0,0,36
055.31.13.004.00,42401,0,0,0,36
055.31.13.017.00,42583,0,0,1,24
055.31.13.017.00,42583,0,0,1,13
055.31.13.017.00,42583,0,0,1,19
055.31.14.002.00,42522,0,0,0,36
055.31.15.013.00,42644,0,1,0,2
055.31.18.004.00,42644,0,1,0,13
055.31.18.004.00,42614,0,1,0,14
055.31.20.009.00,42401,0,0,0,36
055.31.20.009.00,42401,0,0,0,36
055.31.21.010.00,42614,0,0,0,36
055.31.25.003.00,42583,0,0,0,36
055.31.25.006.00,42552,0,0,1,27
055.31.26.012.00,42522,1,0,0,36
055.31.27.001.01,42552,0,0,0,36
055.31.27.001.02,42552,0,0,0,36
055.32.01.006.00,42401,1,0,0,36
055.32.01.006.00,42401,1,0,0,36
055.32.01.010.00,42522,0,1,0,9
055.32.01.010.00,42370,0,1,0,14
055.32.01.012.00,42552,0,1,0,5
055.32.01.032.00,42583,0,0,1,15
055.32.03.022.00,42522,0,0,0,36
055.32.04.001.00,42370,0,0,0,36
055.32.04.003.00,42644,0,0,0,36
055.32.04.003.00,42644,0,0,0,36
055.32.04.009.00,42552,0,1,0,5
055.32.04.022.00,42552,0,0,0,36
055.32.04.040.00,42644,0,0,0,36
055.32.04.062.00,42401,0,0,0,36
055.32.04.062.00,42401,0,0,0,36
055.32.05.008.00,42583,1,0,1,20
055.32.05.008.00,42583,1,0,1,18
055.32.07.010.00,42614,0,0,0,36
055.32.08.008.00,42401,0,0,0,36
055.32.08.008.00,42401,0,0,0,36
055.32.09.013.00,42583,0,1,0,16
055.32.09.013.00,42583,0,1,0,16
055.32.09.013.00,42552,0,1,0,17
055.32.09.013.00,42552,0,1,0,17
055.32.10.001.00,42401,0,0,0,36
055.32.10.001.00,42401,0,0,0,36
055.32.10.013.00,42583,0,1,0,4
055.32.10.023.00,42401,0,0,1,20
055.32.10.023.00,42401,0,0,1,20
055.32.10.024.00,42522,0,0,0,36
055.32.11.004.00,42583,0,1,0,6
055.32.12.003.00,42552,0,0,1,12
055.32.12.003.00,42644,0,0,1,9
055.32.14.004.00,42370,0,0,1,33
055.32.16.011.00,42401,0,0,0,36
055.32.16.011.00,42401,0,0,0,36
055.32.19.017.00,42401,1,0,0,36
055.32.19.017.00,42401,1,0,0,36
055.32.20.004.00,42552,0,0,1,7
055.32.21.001.00,42401,0,0,0,36
055.32.21.001.00,42401,0,0,0,36
055.32.21.008.00,42583,0,0,0,36
055.32.21.008.00,42522,0,0,0,36
055.32.21.009.00,42644,0,0,0,36
055.32.23.016.00,42583,0,0,0,36
055.32.23.018.00,42552,0,0,0,36
055.32.27.001.00,42614,1,0,0,36
055.32.27.027.00,42644,1,0,0,36
055.32.27.038.00,42522,0,0,1,7
055.32.28.016.00,42522,0,0,0,36
055.32.28.017.00,42614,1,0,1,14
055.32.31.005.00,42644,0,0,0,36
055.32.31.005.00,42644,0,0,0,36
055.32.31.011.00,42614,0,0,0,36
055.32.32.003.00,42644,0,0,0,36
055.32.33.023.00,42583,0,0,1,10
055.34.01.007.00,42522,0,0,0,36
055.41.02.020.00,42401,0,0,1,24
055.41.02.020.00,42401,0,0,1,24
055.41.02.020.00,42644,0,0,1,16
055.41.02.020.00,42644,0,0,1,16
055.41.05.011.00,42522,0,0,0,36
055.41.08.006.00,42552,0,1,0,5
055.41.09.009.00,42522,0,0,0,36
055.41.09.016.00,42522,0,0,1,26
055.41.09.022.00,42583,0,0,1,8
055.41.10.016.00,42644,0,0,0,36
055.41.10.016.00,42644,0,0,0,36
055.41.14.002.00,42522,0,0,0,36
055.42.01.004.00,42583,0,0,0,36
055.42.01.004.00,42552,0,0,0,36
055.42.01.021.00,42370,1,0,1,13
055.42.02.009.00,42522,0,0,0,36
055.42.02.010.00,42552,0,0,1,27
055.42.10.002.00,42614,0,0,0,36
056.11.01.040.00,42614,0,0,0,36
056.11.01.053.00,42644,0,0,0,36
056.11.02.006.00,42522,0,0,1,7
056.11.02.020.00,42614,0,0,1,16
056.11.02.024.00,42522,0,0,0,36
056.11.02.029.00,42522,0,1,0,2
056.11.02.029.00,42583,0,0,0,36
056.11.02.038.00,42370,0,0,0,36
056.11.02.040.00,42614,0,0,0,36
056.11.05.021.00,42401,0,0,1,33
056.11.05.021.00,42401,0,0,1,33
056.11.06.018.00,42583,0,0,0,36
056.11.07.004.00,42401,0,0,0,36
056.11.07.004.00,42401,0,0,0,36
056.11.07.023.00,42552,0,0,0,36
056.11.07.043.00,42614,0,1,0,2
056.11.07.043.00,42552,0,1,0,4
056.11.07.070.00,42522,0,0,0,36
056.11.08.026.00,42522,0,0,0,36
056.11.08.035.00,42522,0,0,1,9
056.11.08.051.00,42522,0,0,1,24
056.11.08.056.00,42644,0,0,0,36
056.11.08.077.00,42552,0,0,0,36
056.12.01.016.00,42583,0,0,0,36
056.12.02.001.00,42614,1,0,0,36
056.12.02.002.00,42644,1,0,0,36
056.12.02.007.00,42583,0,0,1,6
056.12.03.006.00,42583,1,0,0,36
056.12.03.012.00,42644,0,0,0,36
056.12.03.016.00,42401,0,0,1,33
056.12.03.016.00,42401,0,0,1,33
056.12.04.003.00,42401,0,0,0,36
056.12.04.003.00,42401,0,0,0,36
056.12.06.001.00,42401,0,0,1,22
056.12.06.001.00,42552,0,0,1,17
056.12.06.001.00,42401,0,0,1,22
056.12.08.008.00,42614,0,0,0,36
056.12.11.007.00,42522,0,0,0,36
056.12.15.001.00,42552,0,0,0,36
056.12.15.002.00,42522,0,0,0,36
056.12.15.005.00,42644,0,0,1,12
056.12.16.002.00,42401,0,0,0,36
056.12.16.002.00,42401,0,0,0,36
056.12.16.008.00,42522,1,0,0,36
056.12.16.016.00,42552,0,1,0,4
056.12.16.016.00,42522,0,1,0,5
056.13.02.002.00,42583,0,0,0,36
056.13.02.047.00,42370,0,0,0,36
056.13.02.065.00,42522,0,0,0,36
056.13.02.071.00,42552,0,0,0,36
056.13.02.090.00,42583,0,0,0,36
056.13.04.006.00,42644,0,0,0,36
056.13.04.011.01,42522,0,0,0,36
056.13.05.006.00,42644,0,0,0,36
056.13.07.009.00,42401,0,0,1,12
056.13.07.009.00,42401,0,0,1,12
056.13.07.009.00,42583,0,0,1,6
056.13.07.015.00,42614,0,0,1,7
056.13.07.018.00,42583,0,1,0,4
056.13.08.021.00,42552,0,0,0,36
056.13.12.010.00,42401,0,0,0,36
056.13.12.010.00,42401,0,0,0,36
056.13.12.012.00,42614,0,0,1,20
056.13.13.006.00,42401,1,0,1,30
056.13.13.006.00,42401,1,0,1,30
056.13.14.008.00,42614,0,1,0,21
056.13.14.026.00,42614,0,0,0,36
056.13.15.003.00,42644,0,0,0,36
056.13.15.003.00,42644,0,0,0,36
056.13.17.001.01,42644,0,0,0,36
056.14.01.006.00,42583,0,1,0,3
056.14.01.015.00,42614,0,0,0,36
056.14.02.002.00,42644,0,0,0,36
056.14.02.002.00,42644,0,0,0,36
056.14.04.011.00,42583,0,0,0,36
056.14.05.007.00,42583,0,0,0,36
056.14.08.003.00,42522,0,1,0,6
056.14.11.006.00,42644,0,0,0,36
056.14.11.006.00,42644,0,0,0,36
056.14.13.014.00,42614,0,0,0,36
056.14.13.016.00,42401,0,0,0,36
056.14.13.016.00,42401,0,0,0,36
056.14.14.006.00,42522,0,0,0,36
056.20.02.027.05,42583,0,0,0,36
056.23.01.011.00,42522,0,0,0,36
056.23.01.014.00,42644,0,0,0,36
056.23.02.015.00,42370,0,0,1,21
056.23.02.028.00,42644,0,0,0,36
056.23.02.028.00,42644,0,0,0,36
056.23.02.030.00,42644,0,0,0,36
056.23.02.030.00,42644,0,0,0,36
056.23.03.003.00,42614,0,0,0,36
056.31.01.004.00,42614,0,0,0,36
056.31.02.009.00,42522,0,0,1,11
056.31.02.020.00,42401,0,0,0,36
056.31.02.020.00,42401,0,0,0,36
056.31.06.010.00,42522,0,0,1,30
056.31.07.016.00,42401,0,0,0,36
056.31.07.016.00,42401,0,0,0,36
056.31.08.007.00,42522,0,0,0,36
056.31.08.014.00,42583,0,0,0,36
056.31.10.016.00,42522,0,0,0,36
056.31.11.013.00,42614,0,0,0,36
056.31.11.014.00,42583,0,0,0,36
056.31.19.012.00,42401,0,0,0,36
056.31.19.012.00,42401,0,0,0,36
056.31.23.005.00,42583,0,0,0,36
056.32.01.003.00,42552,0,0,0,36
056.32.01.007.01,42583,0,1,0,4
056.32.05.014.00,42522,0,0,0,36
056.32.05.018.00,42370,0,0,0,36
056.32.06.003.00,42552,0,0,0,36
056.32.06.015.00,42522,0,0,0,36
056.32.07.008.00,42614,1,0,0,36
056.32.10.004.00,42644,0,0,1,19
056.32.10.004.00,42644,0,0,1,19
056.32.10.013.00,42522,0,0,0,36
056.32.12.026.00,42614,0,0,0,36
056.32.14.013.00,42552,0,0,0,36
056.32.15.018.00,42552,0,0,0,36
056.32.16.001.00,42614,0,0,1,12
056.32.17.008.00,42552,0,0,0,36
056.32.17.010.00,42552,0,0,0,36
056.32.17.015.00,42552,0,0,0,36
056.32.17.015.00,42644,0,0,0,36
056.32.20.013.00,42644,0,1,0,5
056.32.20.035.00,42552,0,1,0,22
056.32.22.031.00,42552,1,0,1,27
056.32.23.008.00,42401,0,1,0,7
056.32.23.008.00,42401,0,1,0,7
056.32.23.008.00,42614,0,0,0,36
056.32.23.018.00,42401,0,0,0,36
056.32.23.018.00,42401,0,0,0,36
056.32.23.028.00,42370,0,0,0,36
056.32.25.007.00,42401,0,0,0,36
056.32.25.007.00,42401,0,0,0,36
056.32.25.022.00,42401,0,0,0,36
056.32.25.022.00,42401,0,0,0,36
056.32.26.012.00,42583,0,0,1,13
056.32.26.016.00,42401,0,0,0,36
056.32.26.016.00,42401,0,0,0,36
056.32.26.023.00,42614,0,0,1,4
056.32.27.016.00,42583,0,0,0,36
056.32.27.021.00,42644,0,0,0,36
056.33.01.006.00,42401,0,0,1,26
056.33.01.006.00,42401,0,0,1,24
056.33.01.006.00,42401,0,0,1,26
056.33.01.006.00,42401,0,0,1,24
056.33.01.010.00,42522,0,0,0,36
056.34.01.028.00,42522,0,0,0,36
056.34.04.012.00,42522,0,0,0,36
056.34.05.004.00,42644,1,0,0,36
056.34.05.004.00,42644,1,0,0,36
056.34.05.009.00,42522,0,0,0,36
056.34.06.014.00,42614,0,0,1,12
056.34.06.014.00,42614,0,0,1,18
056.34.07.016.00,42552,0,1,0,3
056.34.07.016.00,42644,0,0,0,36
056.34.08.004.00,42644,1,0,0,36
056.34.08.004.00,42522,1,0,0,36
056.34.08.012.00,42552,0,0,0,36
056.34.08.013.00,42583,0,0,0,36
056.34.08.017.00,42644,0,0,1,7
056.34.08.017.00,42644,0,0,1,4
056.41.01.005.00,42522,0,0,0,36
056.41.01.008.00,42644,0,0,1,3
056.41.02.012.00,42614,1,0,0,36
056.41.02.013.00,42614,0,0,0,36
056.41.02.052.00,42552,0,0,1,26
056.41.03.004.00,42614,0,0,0,36
056.41.03.055.00,42522,0,0,1,9
056.41.03.055.00,42522,0,0,1,15
056.41.04.027.00,42552,0,0,1,28
056.41.04.028.00,42583,0,0,1,12
056.41.04.038.00,42552,0,0,1,17
056.41.04.075.00,42614,0,0,0,36
056.41.04.077.00,42614,0,0,0,36
056.41.05.031.00,42583,0,0,0,36
056.41.06.007.00,42370,0,0,0,36
056.41.07.010.00,42522,0,1,0,8
056.41.07.011.00,42614,0,0,0,36
056.41.07.016.00,42522,0,0,0,36
056.41.08.004.00,42614,1,0,1,25
056.41.08.004.00,42614,1,0,1,8
056.41.08.008.00,42614,0,0,0,36
056.41.10.017.00,42552,0,0,0,36
056.42.01.019.00,42401,0,0,0,36
056.42.01.019.00,42401,0,0,0,36
056.42.01.019.00,42644,0,0,0,36
056.42.01.021.00,42583,0,0,1,17
056.42.01.042.00,42401,0,0,0,36
056.42.01.042.00,42401,0,0,0,36
056.42.01.042.00,42644,0,0,0,36
056.42.01.079.00,42522,0,0,0,36
056.42.01.080.00,42522,0,1,0,5
056.42.01.080.00,42583,0,1,0,3
056.42.01.092.00,42522,1,0,0,36
056.42.02.018.00,42583,0,0,0,36
056.42.02.019.00,42614,0,0,0,36
056.43.01.003.00,42614,0,0,1,13
056.43.01.003.00,42614,0,0,1,19
056.43.01.003.00,42614,0,0,1,7
056.43.01.013.00,42614,0,0,0,36
056.43.04.011.00,42614,1,0,0,36
056.43.07.008.00,42614,0,0,0,36
056.43.08.013.00,42644,1,0,0,36
056.43.08.013.00,42644,1,0,0,36
056.43.08.017.00,42522,0,0,1,16
056.43.09.019.00,42552,0,1,0,6
056.43.09.019.00,42522,0,1,0,7
056.43.09.023.00,42583,0,0,0,36
056.43.09.024.00,42370,0,0,0,36
056.43.10.003.00,42644,0,0,1,10
056.43.10.003.00,42644,0,0,1,14
056.43.10.003.00,42644,0,0,1,6
056.43.10.007.00,42644,0,0,0,36
056.43.10.010.00,42401,0,0,0,36
056.43.10.010.00,42401,0,0,0,36
056.43.10.018.00,42522,0,0,0,36
056.44.01.009.00,42583,0,0,1,12
056.44.01.009.00,42614,0,0,1,11
058.40.00.221.00,42583,0,0,0,36
058.40.00.250.00,42401,0,1,0,2
058.40.00.250.00,42401,0,1,0,2
059.00.00.003.15,42644,0,0,0,36
059.00.00.003.15,42644,0,0,0,36
059.00.00.003.24,42644,0,0,0,36
059.00.00.003.24,42644,0,0,0,36
059.00.00.003.43,42552,0,0,0,36
059.00.00.003.58,42552,0,0,0,36
059.00.00.017.00,42644,0,0,1,7
059.20.00.014.00,42614,0,0,0,36
059.20.00.015.00,42614,0,0,0,36
059.20.00.080.00,42522,0,0,0,36
059.30.00.023.00,42583,0,1,0,16
059.30.00.055.00,42370,0,0,0,36
059.30.00.085.00,42614,0,0,0,36
059.30.00.094.00,42552,0,0,0,36
059.30.00.128.00,42522,0,0,0,36
059.30.10.004.00,42644,0,0,0,36
059.30.10.063.00,42614,0,0,0,36
059.30.10.073.00,42401,0,0,0,36
059.30.10.073.00,42401,0,0,0,36
