id,hap,fdummy,sdummy,spell,age,sqft,saleval
056.12.11.021.00,1,0,0,48,4.406719247,6.977281342,11.35040654
056.12.15.021.00,0,0,1,37,4.59511985,7.224024808,10.69194491
056.13.02.118.00,0,0,0,48,4.574710979,7.506042179,11.39639165
056.13.02.133.00,0,0,0,48,4.644390899,7.23489842,11.80559508
056.13.02.139.00,0,0,0,48,4.574710979,7.419380583,11.53272809
056.13.02.141.00,0,0,0,48,4.564348191,7.699842407,11.6351431
056.13.04.001.00,0,0,0,48,4.736198448,7.499423291,10.66895539
056.13.05.020.00,0,0,0,48,4.521788577,7.250635512,11.42954386
056.13.08.028.00,0,0,0,48,4.691347882,6.958448393,11.08214255
056.13.09.023.00,0,0,0,48,4.727387819,7.656337166,11.56076279
056.13.12.019.00,0,0,0,48,4.532599493,6.689599269,10.82377031
056.13.12.019.00,0,0,0,48,4.532599493,6.689599269,10.82377031
056.13.13.041.00,0,0,0,48,4.543294782,7.275172319,11.46163217
056.13.15.005.00,0,0,0,48,4.521788577,7.068172,10.80567936
056.13.15.005.00,0,0,0,48,4.521788577,7.068172,10.80567936
056.13.16.018.00,0,0,0,48,4.644390899,7.383989458,11.19134184
056.13.16.018.00,0,0,0,48,4.644390899,7.383989458,11.19134184
056.13.16.019.00,0,0,0,48,4.59511985,6.638567789,10.93131966
056.13.16.019.00,0,0,0,48,4.59511985,6.638567789,10.93131966
056.14.01.012.00,0,0,0,48,4.634728988,7.60090246,10.4968144
056.14.01.012.00,0,0,0,48,4.634728988,7.60090246,10.4968144
056.14.04.010.00,0,0,1,39,4.553876892,7.526717561,11.06663836
056.14.04.020.00,0,0,0,48,4.49980967,7.44775128,11.15625052
056.23.01.001.00,0,0,0,48,4.110873864,7.084226422,11.15625052
056.23.01.001.00,0,0,0,48,4.110873864,7.084226422,11.15625052
056.23.01.030.00,0,0,0,48,4.543294782,7.374001859,11.38509209
056.23.03.010.00,0,0,0,48,4.060443011,6.674561392,11.08980542
056.31.02.007.00,0,0,0,48,4.644390899,7.529406458,11.08214255
056.31.05.008.00,0,0,0,48,4.634728988,7.826044014,10.56874953
056.31.06.003.00,0,1,0,13,4.418840608,7.252762418,10.59663473
056.31.08.005.00,0,0,0,48,4.49980967,6.82437367,10.34174248
056.31.10.004.00,0,0,0,48,4.304065093,7.047517221,8.29404964
056.31.10.029.00,0,0,0,48,4.510859507,6.646390515,10.93310697
056.31.10.031.00,0,0,1,28,4.510859507,6.646390515,11.12726298
056.31.10.033.00,0,0,0,48,4.510859507,6.646390515,10.33201793
056.31.10.033.00,0,0,0,48,4.510859507,6.646390515,10.33201793
056.31.11.018.00,0,0,0,48,4.615120517,6.758094504,11.15625052
056.31.13.006.00,0,0,0,48,4.510859507,6.838405201,9.966462352
056.31.13.006.00,0,0,0,48,4.510859507,6.838405201,9.966462352
056.31.13.008.00,0,1,0,3,4.510859507,6.683360946,10.32875529
056.31.21.005.00,1,0,1,36,4.007333185,7.61085279,11.6784399
056.31.23.017.00,0,0,0,48,4.564348191,7.325148958,11.54248427
056.32.05.001.00,0,0,0,48,4.521788577,7.291656209,11.65268741
056.32.05.003.00,0,0,0,48,4.736198448,7.44775128,11.28978191
056.32.05.008.00,0,0,0,48,4.127134385,7.624130586,11.62625415
056.32.05.008.00,0,0,0,48,4.127134385,7.624130586,11.62625415
056.32.06.013.00,0,0,0,48,4.644390899,7.145984468,11.10645986
056.32.10.006.00,0,0,0,48,4.736198448,7.463936604,11.73606902
056.32.11.004.00,0,0,0,48,4.624972813,7.128495946,10.34174248
056.32.12.019.00,0,0,0,48,4.691347882,6.469250317,11.08214255
056.32.12.019.00,0,0,0,48,4.691347882,6.469250317,11.08214255
056.32.12.019.00,0,0,0,48,4.691347882,6.469250317,11.08214255
056.32.12.019.00,0,0,0,48,4.691347882,6.469250317,11.08214255
056.32.12.022.00,0,0,0,48,4.736198448,7.525639975,11.40756495
056.32.12.022.00,0,0,0,48,4.736198448,7.525639975,11.40756495
056.32.12.041.00,0,0,0,48,4.691347882,8.048788284,10.6454249
056.32.13.010.00,0,0,1,20,4.553876892,7.188412736,11.37939407
056.32.13.011.00,0,0,0,48,4.770684624,7.989560449,10.81977828
056.32.14.020.00,1,0,0,48,4.59511985,6.921658184,10.46310334
056.32.14.020.00,1,0,0,48,4.59511985,6.921658184,10.46310334
056.32.15.003.00,0,0,0,48,4.718498871,7.274479559,10.98529272
056.32.20.006.00,0,0,0,48,4.736198448,7.452982329,10.49404814
056.32.20.012.00,0,0,0,48,4.736198448,7.38274645,10.4341158
056.32.20.020.00,0,1,0,2,4.691347882,7.395107547,10.6454249
056.32.20.020.00,0,1,0,2,4.691347882,7.395107547,10.6454249
056.32.23.009.00,0,0,0,48,4.682131227,7.062191632,10.57131693
056.32.23.024.00,0,0,0,48,4.634728988,7.446001498,9.952277717
056.32.23.027.00,0,0,1,18,4.634728988,7.505492275,10.30561376
056.32.23.027.00,0,0,1,18,4.634728988,7.505492275,10.30561376
056.32.25.002.00,0,0,0,48,4.644390899,7.23417718,10.79548559
056.32.25.005.00,0,0,0,48,4.644390899,7.559038255,11.31447453
056.32.25.016.00,0,1,0,2,4.521788577,7.063048163,10.47163824
056.32.25.022.00,0,1,0,4,4.543294782,7.154615357,9.717157974
056.32.25.022.00,0,1,0,4,4.543294782,7.154615357,9.717157974
056.32.26.017.00,0,0,0,48,4.204692619,7.304515946,11.48246626
056.32.27.011.00,0,0,0,48,4.48863637,7.61283103,9.76995616
056.32.28.002.00,1,0,1,37,4.59511985,7.335633982,10.84933709
056.32.28.010.11,0,0,0,48,4.33073334,7.377758908,9.998797732
056.34.01.013.00,0,0,0,48,4.795790546,8.040124664,11.89478071
056.34.04.012.00,0,0,1,14,4.553876892,7.006695227,11.23848862
056.34.06.003.00,1,0,0,48,4.521788577,7.228388452,11.2515607
056.34.06.008.00,0,0,0,48,4.736198448,7.309881486,11.36210258
056.34.07.014.00,0,0,0,48,4.65396035,7.375882148,9.305650552
056.34.07.018.00,0,0,0,48,4.574710979,7.488852956,11.36210258
056.40.00.006.00,0,0,0,48,4.077537444,7.038783541,11.25026116
056.41.02.006.00,0,0,0,48,4.543294782,7.284820913,11.22524339
056.41.02.047.00,0,0,0,48,4.691347882,7.228388452,9.61580548
056.41.02.050.00,0,0,0,48,4.290459441,6.910750788,11.00209984
056.41.02.050.00,0,0,0,48,4.290459441,6.910750788,11.00209984
056.41.02.050.00,0,0,0,48,4.290459441,6.910750788,11.00209984
056.41.02.050.00,0,0,0,48,4.290459441,6.910750788,11.00209984
056.41.03.026.00,0,0,0,48,4.736198448,7.584773078,10.20359214
056.41.03.055.00,0,0,1,20,4.779123493,7.574045005,11.1124479
056.41.03.055.00,0,0,1,20,4.779123493,7.574045005,11.1124479
056.41.03.055.00,0,0,1,20,4.779123493,7.574045005,11.1124479
056.41.03.055.00,0,0,1,20,4.779123493,7.574045005,11.1124479
056.41.03.066.00,0,0,0,48,4.634728988,7.033506484,10.1266311
056.41.04.036.00,0,0,0,48,4.48863637,7.465082736,11.33857208
056.41.05.004.00,0,0,0,48,4.553876892,7.53369371,11.39639165
056.41.06.007.00,0,0,1,16,4.553876892,7.605392365,10.56100756
056.41.06.007.00,0,0,1,16,4.553876892,7.605392365,10.56100756
056.41.08.008.00,0,0,1,18,4.574710979,7.695303135,9.46498259
056.41.08.015.00,0,0,0,48,4.744932128,7.819234454,10.81977828
056.42.01.019.00,0,0,1,6,4.691347882,7.054449658,10.2853428
056.42.01.019.00,0,0,1,6,4.691347882,7.054449658,10.2853428
056.42.01.019.00,0,0,1,6,4.691347882,7.054449658,10.2853428
056.42.01.025.00,0,0,0,48,4.762173935,7.437795122,11.16336799
056.42.01.037.00,0,0,0,48,4.691347882,6.788971743,10.1266311
056.42.01.047.00,0,0,0,48,4.532599493,7.093404626,11.09741002
056.42.01.047.00,0,0,0,48,4.532599493,7.093404626,11.09741002
056.42.01.067.00,0,0,1,30,4.615120517,6.767343125,10.11859893
056.42.02.023.00,1,1,0,37,4.691347882,7.387090236,11.35040654
056.42.02.028.00,1,0,0,48,3.33220451,6.854354502,11.23056255
056.43.01.013.00,0,0,1,13,4.543294782,7.33628566,9.903487553
056.43.01.020.00,1,1,0,3,4.736198448,7.119635638,10.74935582
056.43.01.031.00,0,0,0,48,4.510859507,6.719013154,10.76426557
056.43.04.010.00,0,1,0,13,4.521788577,6.747586527,10.81977828
056.43.05.008.00,0,0,0,48,4.691347882,7.021083964,10.03889219
056.43.06.016.00,0,0,0,48,4.691347882,7.571988449,9.798127037
056.43.07.006.00,1,0,1,17,4.510859507,7.553810852,10.59663473
056.44.00.001.21,0,0,1,13,4.418840608,7.466227556,10.67590791
056.44.02.005.00,1,0,0,48,4.718498871,7.579167967,11.22524339
056.44.03.007.00,0,1,0,6,4.709530201,7.493873887,10.37661131
056.44.04.002.00,0,0,0,48,4.691347882,7.047517221,10.54534144
059.00.00.003.40,0,0,0,48,3.218875825,7.756195344,11.80559508
059.00.00.003.43,0,0,1,9,3.044522438,7.985484357,11.98292909
059.00.00.003.52,0,0,0,48,3.135494216,7.798523054,12.27839331
059.00.00.003.66,0,0,0,48,3.044522438,8.019612794,12.11450545
059.00.00.003.87,0,0,0,48,2.995732274,8.077136639,12.23076526
059.10.00.029.00,0,0,1,17,3.044522438,7.949797216,12.25486281
059.10.00.037.00,0,0,0,48,3.17805383,7.87359779,12.29682701
059.10.00.046.00,0,0,0,48,3.044522438,8.176391597,12.4312142
059.10.00.061.00,0,0,0,48,3.17805383,8.100464891,12.31940133
059.10.00.065.00,0,0,0,48,3.218875825,7.871311203,12.32385568
059.10.00.065.00,0,0,0,48,3.218875825,7.871311203,12.32385568
059.30.00.067.00,0,0,0,48,4.094344562,7.492760301,11.14186178
059.30.00.070.00,0,0,0,48,4.158883083,7.109879463,11.28978191
059.30.00.084.00,0,0,0,48,4.060443011,7.149131599,11.60823564
059.30.00.113.00,0,0,1,36,4.025351691,7.365180126,11.55694235
059.30.00.116.00,0,0,0,48,0.693147181,8.034631033,11.76756768
